project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00048_2,NGO_00048,Water & Sanitation Initiative #2 (Vadodara),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Gujarat,Vadodara,False,False,2023-10-01,2025-05-23,20,600,2781,19,5,4,Successfully completed primary community training and material deployment.,8,1,3,2,3,3906.0
PRJ_NGO_00048_1,NGO_00048,Water & Sanitation Initiative #1 (Vadodara),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Gujarat,Vadodara,False,False,2024-03-01,2025-01-25,11,330,3489,18,5,3,Successfully completed primary community training and material deployment.,9,1,3,2,4,3906.0
PRJ_NGO_00049_2,NGO_00049,Environment & Forests Initiative #2 (Surat),Completed,"Water, Sanitation & Environment",[],India,Gujarat,Surat,False,False,2023-03-01,2024-11-20,21,630,1822,17,6,6,Successfully completed primary community training and material deployment.,0,1,2,1,0,
PRJ_NGO_00049_3,NGO_00049,Environment & Forests Initiative #3 (Surat),Completed,"Water, Sanitation & Environment",[],India,Gujarat,Surat,False,False,2023-10-01,2025-07-22,22,660,2185,4,5,5,Successfully completed primary community training and material deployment.,0,1,2,1,1,1822.0
PRJ_NGO_00049_1,NGO_00049,Environment & Forests Initiative #1 (Surat),Ongoing,"Water, Sanitation & Environment",[],India,Gujarat,Surat,False,False,2024-07-01,,14,420,3464,18,6,3,,1,1,2,1,2,2185.0
PRJ_NGO_00050_3,NGO_00050,Water & Sanitation Initiative #3 (Kozhikode),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development"", ""Healthcare & Nutrition""]",India,Kerala,Kozhikode,False,False,2022-10-01,2024-08-21,23,690,1331,11,4,4,Successfully completed primary community training and material deployment.,2,1,2,3,0,
PRJ_NGO_00050_2,NGO_00050,Water & Sanitation Initiative #2 (Kozhikode),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development"", ""Healthcare & Nutrition""]",India,Kerala,Kozhikode,False,False,2023-03-01,2024-09-21,19,570,2897,16,4,3,Successfully completed primary community training and material deployment.,3,1,2,3,1,1331.0
PRJ_NGO_00050_1,NGO_00050,Water & Sanitation Initiative #1 (Kozhikode),Ongoing,"Water, Sanitation & Environment","[""Social Welfare & Community Development"", ""Healthcare & Nutrition""]",India,Kerala,Kozhikode,False,False,2024-07-01,,10,300,3331,18,4,2,,4,1,2,3,2,2897.0
PRJ_NGO_00051_4,NGO_00051,Women Empowerment Initiative #4 (Dharwad),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Dharwad,False,False,2021-08-01,2023-07-22,24,720,3924,4,5,4,Successfully completed primary community training and material deployment.,0,1,3,2,0,
PRJ_NGO_00051_5,NGO_00051,Women Empowerment Initiative #5 (Dharwad),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Dharwad,False,False,2021-12-01,2022-10-27,11,330,947,5,6,4,Successfully completed primary community training and material deployment.,0,1,3,2,1,3924.0
PRJ_NGO_00051_3,NGO_00051,Women Empowerment Initiative #3 (Dharwad),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Dharwad,False,False,2022-10-01,2024-08-21,23,690,3420,15,5,5,Successfully completed primary community training and material deployment.,1,1,3,2,2,3924.0
PRJ_NGO_00051_2,NGO_00051,Women Empowerment Initiative #2 (Dharwad),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Dharwad,False,False,2023-12-01,2025-09-21,22,660,3997,16,3,3,Successfully completed primary community training and material deployment.,2,1,3,2,3,3924.0
PRJ_NGO_00051_1,NGO_00051,Women Empowerment Initiative #1 (Dharwad),Completed,Social Welfare & Community Development,"[""Water, Sanitation & Environment""]",India,Karnataka,Dharwad,False,False,2024-05-01,2025-07-25,15,450,1563,15,5,5,Successfully completed primary community training and material deployment.,3,1,3,2,4,3997.0
PRJ_NGO_00052_5,NGO_00052,Nutrition & Food Security Initiative #5 (Cuttack),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Odisha,Cuttack,True,False,2021-12-01,2023-02-24,15,450,755,11,5,5,Successfully completed primary community training and material deployment.,9,3,6,2,0,
PRJ_NGO_00052_4,NGO_00052,Nutrition & Food Security Initiative #4 (Cuttack),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Odisha,Cuttack,True,False,2022-07-01,2023-01-27,7,210,3064,19,4,2,Successfully completed primary community training and material deployment.,10,3,6,2,1,755.0
PRJ_NGO_00052_3,NGO_00052,Nutrition & Food Security Initiative #3 (Cuttack),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Odisha,Cuttack,True,False,2023-01-01,2023-09-28,9,270,4008,5,4,4,Successfully completed primary community training and material deployment.,11,3,6,2,2,3064.0
PRJ_NGO_00052_2,NGO_00052,Nutrition & Food Security Initiative #2 (Cuttack),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Odisha,Cuttack,True,False,2024-08-01,2026-05-23,22,660,4234,7,4,4,Successfully completed primary community training and material deployment.,12,3,6,2,3,4008.0
PRJ_NGO_00052_1,NGO_00052,Nutrition & Food Security Initiative #1 (Cuttack),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Odisha,Cuttack,True,False,2025-10-01,2026-12-25,15,450,2792,10,5,3,Successfully completed primary community training and material deployment.,13,3,6,2,4,4234.0
PRJ_NGO_00053_7,NGO_00053,Education Initiative #7 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2021-01-01,2021-09-28,9,270,640,4,6,5,Successfully completed primary community training and material deployment.,0,1,2,3,0,
PRJ_NGO_00053_5,NGO_00053,Education Initiative #5 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2021-03-01,2022-05-25,15,450,2205,7,3,3,Successfully completed primary community training and material deployment.,0,1,2,3,1,640.0
PRJ_NGO_00053_6,NGO_00053,Education Initiative #6 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2021-06-01,2023-04-22,23,690,615,6,3,3,Successfully completed primary community training and material deployment.,0,1,2,3,2,2205.0
PRJ_NGO_00053_4,NGO_00053,Education Initiative #4 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2021-10-01,2023-08-22,23,690,1038,8,5,5,Successfully completed primary community training and material deployment.,0,1,2,3,3,2205.0
PRJ_NGO_00053_3,NGO_00053,Education Initiative #3 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2022-08-01,2023-04-28,9,270,1423,7,5,2,Successfully completed primary community training and material deployment.,1,1,2,3,4,2205.0
PRJ_NGO_00053_2,NGO_00053,Education Initiative #2 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2023-05-01,2024-04-25,12,360,1842,8,5,4,Successfully completed primary community training and material deployment.,2,1,2,3,5,2205.0
PRJ_NGO_00053_1,NGO_00053,Education Initiative #1 (Kanpur Nagar),Completed,Education & Skill Development,"[""Healthcare & Nutrition"", ""Social Welfare & Community Development""]",India,Uttar Pradesh,Kanpur Nagar,False,False,2024-02-01,2025-05-26,16,480,577,5,5,2,Successfully completed primary community training and material deployment.,3,1,2,3,6,2205.0
PRJ_NGO_00054_2,NGO_00054,Child Welfare Initiative #2 (Sundargarh),Completed,Social Welfare & Community Development,[],India,Odisha,Sundargarh,False,False,2024-03-01,2024-10-27,8,240,4186,5,6,4,Successfully completed primary community training and material deployment.,0,1,3,1,0,
PRJ_NGO_00054_1,NGO_00054,Child Welfare Initiative #1 (Sundargarh),Ongoing,Social Welfare & Community Development,[],India,Odisha,Sundargarh,False,False,2024-12-01,,24,720,3766,20,5,3,,0,1,3,1,1,4186.0
PRJ_NGO_00055_6,NGO_00055,Nutrition & Food Security Initiative #6 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2022-02-01,2023-02-26,13,390,839,19,5,5,Successfully completed primary community training and material deployment.,0,3,7,1,0,
PRJ_NGO_00055_7,NGO_00055,Nutrition & Food Security Initiative #7 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2022-06-01,2024-04-21,23,690,4040,16,6,6,Successfully completed primary community training and material deployment.,0,3,7,1,1,839.0
PRJ_NGO_00055_4,NGO_00055,Nutrition & Food Security Initiative #4 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2022-10-01,2024-06-22,21,630,1127,20,6,2,Successfully completed primary community training and material deployment.,0,3,7,1,2,4040.0
PRJ_NGO_00055_3,NGO_00055,Nutrition & Food Security Initiative #3 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2022-12-01,2023-12-26,13,390,2405,15,5,2,Successfully completed primary community training and material deployment.,0,3,7,1,3,4040.0
PRJ_NGO_00055_5,NGO_00055,Nutrition & Food Security Initiative #5 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2022-12-01,2024-09-21,22,660,4008,18,3,3,Successfully completed primary community training and material deployment.,0,3,7,1,4,4040.0
PRJ_NGO_00055_2,NGO_00055,Nutrition & Food Security Initiative #2 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2023-07-01,2024-11-22,17,510,1722,15,3,3,Successfully completed primary community training and material deployment.,1,3,7,1,5,4040.0
PRJ_NGO_00055_1,NGO_00055,Nutrition & Food Security Initiative #1 (Darjeeling),Completed,Healthcare & Nutrition,[],India,West Bengal,Darjeeling,True,False,2024-08-01,2026-02-22,19,570,1672,16,6,6,Successfully completed primary community training and material deployment.,2,3,7,1,6,4040.0
PRJ_NGO_00056_1,NGO_00056,Environment & Forests Initiative #1 (Howrah),Ongoing,"Water, Sanitation & Environment",[],India,West Bengal,Howrah,False,False,2025-08-01,,18,540,2668,17,4,2,,0,2,4,1,0,
PRJ_NGO_00057_2,NGO_00057,Healthcare & Medical Initiative #2 (Mangaluru),Completed,Healthcare & Nutrition,"[""Education & Skill Development"", ""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2023-06-01,2023-12-28,7,210,2368,7,6,2,Successfully completed primary community training and material deployment.,0,4,9,3,0,
PRJ_NGO_00057_1,NGO_00057,Healthcare & Medical Initiative #1 (Mangaluru),Completed,Healthcare & Nutrition,"[""Education & Skill Development"", ""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2024-12-01,2026-03-26,16,480,1526,4,5,2,Successfully completed primary community training and material deployment.,1,4,9,3,1,2368.0
PRJ_NGO_00058_3,NGO_00058,Education Initiative #3 (Belagavi),Completed,Education & Skill Development,[],India,Karnataka,Belagavi,False,False,2022-04-01,2024-01-21,22,660,4595,6,4,2,Successfully completed primary community training and material deployment.,3,1,3,1,0,
PRJ_NGO_00058_2,NGO_00058,Education Initiative #2 (Belagavi),Completed,Education & Skill Development,[],India,Karnataka,Belagavi,False,False,2023-08-01,2024-01-28,6,180,2979,3,5,2,Successfully completed primary community training and material deployment.,4,1,3,1,1,4595.0
PRJ_NGO_00058_1,NGO_00058,Education Initiative #1 (Belagavi),Ongoing,Education & Skill Development,[],India,Karnataka,Belagavi,False,False,2024-10-01,,13,390,3384,4,5,2,,5,1,3,1,2,4595.0
PRJ_NGO_00059_1,NGO_00059,Child Welfare Initiative #1 (Jaipur),Completed,Social Welfare & Community Development,"[""Healthcare & Nutrition""]",India,Rajasthan,Jaipur,False,False,2024-10-01,2025-12-25,15,450,4099,6,4,3,Successfully completed primary community training and material deployment.,1,2,3,2,0,
PRJ_NGO_00060_3,NGO_00060,Environment & Forests Initiative #3 (Central Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,Central Delhi,False,False,2022-10-01,2023-03-30,6,180,562,3,6,6,Successfully completed primary community training and material deployment.,8,1,1,2,0,
PRJ_NGO_00060_2,NGO_00060,Environment & Forests Initiative #2 (Central Delhi),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,Central Delhi,False,False,2023-12-01,2024-12-25,13,390,2881,15,4,4,Successfully completed primary community training and material deployment.,9,1,1,2,1,562.0
PRJ_NGO_00060_1,NGO_00060,Environment & Forests Initiative #1 (Central Delhi),Ongoing,"Water, Sanitation & Environment","[""Social Welfare & Community Development""]",India,Delhi,Central Delhi,False,False,2024-09-01,,21,630,4078,16,5,1,,10,1,1,2,2,2881.0
PRJ_NGO_00061_7,NGO_00061,Disaster Relief & Rehabilitation Initiative #7 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2019-08-01,2020-01-28,6,180,1748,4,3,3,Successfully completed primary community training and material deployment.,2,1,1,1,0,
PRJ_NGO_00061_6,NGO_00061,Disaster Relief & Rehabilitation Initiative #6 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2020-04-01,2022-01-21,22,660,2601,15,4,4,Successfully completed primary community training and material deployment.,3,1,1,1,1,1748.0
PRJ_NGO_00061_5,NGO_00061,Disaster Relief & Rehabilitation Initiative #5 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2021-05-01,2021-12-27,8,240,1549,10,3,3,Successfully completed primary community training and material deployment.,4,1,1,1,2,2601.0
PRJ_NGO_00061_4,NGO_00061,Disaster Relief & Rehabilitation Initiative #4 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2022-11-01,2023-06-29,8,240,3950,4,3,3,Successfully completed primary community training and material deployment.,5,1,1,1,3,2601.0
PRJ_NGO_00061_3,NGO_00061,Disaster Relief & Rehabilitation Initiative #3 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2023-02-01,2024-10-23,21,630,4565,11,6,6,Successfully completed primary community training and material deployment.,6,1,1,1,4,3950.0
PRJ_NGO_00061_2,NGO_00061,Disaster Relief & Rehabilitation Initiative #2 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2024-05-01,2024-11-27,7,210,3254,13,6,5,Successfully completed primary community training and material deployment.,7,1,1,1,5,4565.0
PRJ_NGO_00061_1,NGO_00061,Disaster Relief & Rehabilitation Initiative #1 (Nashik),Completed,Emergency Relief & Rehabilitation,[],India,Maharashtra,Nashik,False,True,2025-10-01,2026-09-26,12,360,2825,13,5,5,Successfully completed primary community training and material deployment.,8,1,1,1,6,4565.0
PRJ_NGO_00062_4,NGO_00062,Water & Sanitation Initiative #4 (Sundargarh),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Odisha,Sundargarh,False,False,2021-11-01,2022-12-26,14,420,1632,19,6,6,Successfully completed primary community training and material deployment.,7,3,6,2,0,
PRJ_NGO_00062_3,NGO_00062,Water & Sanitation Initiative #3 (Sundargarh),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Odisha,Sundargarh,False,False,2022-08-01,2024-05-22,22,660,741,20,6,2,Successfully completed primary community training and material deployment.,8,3,6,2,1,1632.0
PRJ_NGO_00062_2,NGO_00062,Water & Sanitation Initiative #2 (Sundargarh),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Odisha,Sundargarh,False,False,2023-12-01,2025-06-23,19,570,1343,20,3,3,Successfully completed primary community training and material deployment.,9,3,6,2,2,1632.0
PRJ_NGO_00062_1,NGO_00062,Water & Sanitation Initiative #1 (Sundargarh),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Odisha,Sundargarh,False,False,2024-08-01,2026-06-22,23,690,1966,16,6,5,Successfully completed primary community training and material deployment.,10,3,6,2,3,1632.0
PRJ_NGO_00063_6,NGO_00063,Education Initiative #6 (Kozhikode),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Kerala,Kozhikode,False,False,2019-05-01,2019-11-27,7,210,2671,2,3,2,Successfully completed primary community training and material deployment.,13,1,3,2,0,
PRJ_NGO_00063_5,NGO_00063,Education Initiative #5 (Kozhikode),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Kerala,Kozhikode,False,False,2020-01-01,2020-12-26,12,360,468,18,3,3,Successfully completed primary community training and material deployment.,14,1,3,2,1,2671.0
PRJ_NGO_00063_4,NGO_00063,Education Initiative #4 (Kozhikode),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Kerala,Kozhikode,False,False,2021-03-01,2021-10-27,8,240,1115,4,3,3,Successfully completed primary community training and material deployment.,15,1,3,2,2,2671.0
PRJ_NGO_00063_3,NGO_00063,Education Initiative #3 (Kozhikode),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Kerala,Kozhikode,False,False,2022-01-01,2022-09-28,9,270,1254,6,4,4,Successfully completed primary community training and material deployment.,16,1,3,2,3,2671.0
PRJ_NGO_00063_2,NGO_00063,Education Initiative #2 (Kozhikode),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Kerala,Kozhikode,False,False,2023-05-01,2024-09-22,17,510,3820,18,5,3,Successfully completed primary community training and material deployment.,17,1,3,2,4,2671.0
PRJ_NGO_00063_1,NGO_00063,Education Initiative #1 (Kozhikode),Completed,Education & Skill Development,"[""Water, Sanitation & Environment""]",India,Kerala,Kozhikode,False,False,2024-02-01,2025-08-24,19,570,825,5,4,2,Successfully completed primary community training and material deployment.,18,1,3,2,5,3820.0
PRJ_NGO_00064_2,NGO_00064,Water & Sanitation Initiative #2 (Dharwad),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Karnataka,Dharwad,False,True,2023-02-01,2023-09-29,8,240,4232,16,4,4,Successfully completed primary community training and material deployment.,18,1,2,2,0,
PRJ_NGO_00064_1,NGO_00064,Water & Sanitation Initiative #1 (Dharwad),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Karnataka,Dharwad,False,True,2024-08-01,2025-01-28,6,180,3334,12,4,4,Successfully completed primary community training and material deployment.,19,1,2,2,1,4232.0
PRJ_NGO_00065_5,NGO_00065,Women Empowerment Initiative #5 (Vadodara),Completed,Social Welfare & Community Development,[],India,Gujarat,Vadodara,False,False,2020-11-01,2022-06-24,20,600,4564,15,3,3,Successfully completed primary community training and material deployment.,23,1,2,1,0,
PRJ_NGO_00065_4,NGO_00065,Women Empowerment Initiative #4 (Vadodara),Completed,Social Welfare & Community Development,[],India,Gujarat,Vadodara,False,False,2021-09-01,2023-04-24,20,600,1679,2,4,4,Successfully completed primary community training and material deployment.,24,1,2,1,1,4564.0
PRJ_NGO_00065_3,NGO_00065,Women Empowerment Initiative #3 (Vadodara),Completed,Social Welfare & Community Development,[],India,Gujarat,Vadodara,False,False,2022-05-01,2023-11-22,19,570,2766,8,6,5,Successfully completed primary community training and material deployment.,25,1,2,1,2,4564.0
PRJ_NGO_00065_2,NGO_00065,Women Empowerment Initiative #2 (Vadodara),Completed,Social Welfare & Community Development,[],India,Gujarat,Vadodara,False,False,2023-09-01,2025-05-23,21,630,1918,13,3,3,Successfully completed primary community training and material deployment.,26,1,2,1,3,4564.0
PRJ_NGO_00065_1,NGO_00065,Women Empowerment Initiative #1 (Vadodara),Completed,Social Welfare & Community Development,[],India,Gujarat,Vadodara,False,False,2024-10-01,2025-05-29,8,240,976,20,5,4,Successfully completed primary community training and material deployment.,27,1,2,1,4,4564.0
PRJ_NGO_00066_7,NGO_00066,Nutrition & Food Security Initiative #7 (Dharwad),Completed,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2018-06-01,2020-05-21,24,720,1107,7,4,4,Successfully completed primary community training and material deployment.,6,1,4,1,0,
PRJ_NGO_00066_6,NGO_00066,Nutrition & Food Security Initiative #6 (Dharwad),Completed,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2019-01-01,2019-11-27,11,330,1314,2,6,3,Successfully completed primary community training and material deployment.,7,1,4,1,1,1107.0
PRJ_NGO_00066_5,NGO_00066,Nutrition & Food Security Initiative #5 (Dharwad),Completed,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2020-09-01,2021-04-29,8,240,3647,19,5,5,Successfully completed primary community training and material deployment.,8,1,4,1,2,1314.0
PRJ_NGO_00066_4,NGO_00066,Nutrition & Food Security Initiative #4 (Dharwad),Completed,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2021-08-01,2023-04-23,21,630,2925,15,3,3,Successfully completed primary community training and material deployment.,9,1,4,1,3,3647.0
PRJ_NGO_00066_3,NGO_00066,Nutrition & Food Security Initiative #3 (Dharwad),Completed,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2022-03-01,2023-10-22,20,600,3528,3,5,2,Successfully completed primary community training and material deployment.,10,1,4,1,4,3647.0
PRJ_NGO_00066_2,NGO_00066,Nutrition & Food Security Initiative #2 (Dharwad),Completed,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2023-07-01,2024-08-24,14,420,939,9,5,3,Successfully completed primary community training and material deployment.,11,1,4,1,5,3647.0
PRJ_NGO_00066_1,NGO_00066,Nutrition & Food Security Initiative #1 (Dharwad),Ongoing,Healthcare & Nutrition,[],India,Karnataka,Dharwad,False,False,2024-09-01,,18,540,3172,5,4,2,,12,1,4,1,6,3647.0
PRJ_NGO_00067_5,NGO_00067,Healthcare & Medical Initiative #5 (Kozhikode),Completed,Healthcare & Nutrition,[],India,Kerala,Kozhikode,False,False,2022-03-01,2023-12-21,22,660,2978,16,4,2,Successfully completed primary community training and material deployment.,0,1,2,1,0,
PRJ_NGO_00067_3,NGO_00067,Healthcare & Medical Initiative #3 (Kozhikode),Completed,Healthcare & Nutrition,[],India,Kerala,Kozhikode,False,False,2022-06-01,2023-06-26,13,390,3102,3,3,3,Successfully completed primary community training and material deployment.,0,1,2,1,1,2978.0
PRJ_NGO_00067_4,NGO_00067,Healthcare & Medical Initiative #4 (Kozhikode),Completed,Healthcare & Nutrition,[],India,Kerala,Kozhikode,False,False,2022-07-01,2023-09-24,15,450,3238,6,3,3,Successfully completed primary community training and material deployment.,0,1,2,1,2,3102.0
PRJ_NGO_00067_6,NGO_00067,Healthcare & Medical Initiative #6 (Kozhikode),Completed,Healthcare & Nutrition,[],India,Kerala,Kozhikode,False,False,2022-09-01,2024-03-24,19,570,2333,5,5,2,Successfully completed primary community training and material deployment.,0,1,2,1,3,3238.0
PRJ_NGO_00067_2,NGO_00067,Healthcare & Medical Initiative #2 (Kozhikode),Completed,Healthcare & Nutrition,[],India,Kerala,Kozhikode,False,False,2023-12-01,2025-05-24,18,540,2299,4,3,3,Successfully completed primary community training and material deployment.,1,1,2,1,4,3238.0
PRJ_NGO_00067_1,NGO_00067,Healthcare & Medical Initiative #1 (Kozhikode),Completed,Healthcare & Nutrition,[],India,Kerala,Kozhikode,False,False,2024-08-01,2025-03-29,8,240,4041,6,5,5,Successfully completed primary community training and material deployment.,2,1,2,1,5,3238.0
PRJ_NGO_00068_3,NGO_00068,Nutrition & Food Security Initiative #3 (Kozhikode),Completed,Healthcare & Nutrition,"[""Education & Skill Development"", ""Social Welfare & Community Development""]",India,Kerala,Kozhikode,False,False,2022-06-01,2023-04-27,11,330,3689,4,3,3,Successfully completed primary community training and material deployment.,1,1,2,3,0,
PRJ_NGO_00068_2,NGO_00068,Nutrition & Food Security Initiative #2 (Kozhikode),Completed,Healthcare & Nutrition,"[""Education & Skill Development"", ""Social Welfare & Community Development""]",India,Kerala,Kozhikode,False,False,2023-08-01,2025-03-23,20,600,4102,10,6,2,Successfully completed primary community training and material deployment.,2,1,2,3,1,3689.0
PRJ_NGO_00068_1,NGO_00068,Nutrition & Food Security Initiative #1 (Kozhikode),Ongoing,Healthcare & Nutrition,"[""Education & Skill Development"", ""Social Welfare & Community Development""]",India,Kerala,Kozhikode,False,False,2024-08-01,,19,570,1275,13,3,2,,3,1,2,3,2,4102.0
PRJ_NGO_00069_6,NGO_00069,Environment & Forests Initiative #6 (Jaipur),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Rajasthan,Jaipur,False,True,2019-08-01,2020-12-23,17,510,2101,18,4,4,Successfully completed primary community training and material deployment.,16,1,2,2,0,
PRJ_NGO_00069_5,NGO_00069,Environment & Forests Initiative #5 (Jaipur),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Rajasthan,Jaipur,False,True,2020-10-01,2022-02-23,17,510,3773,2,4,4,Successfully completed primary community training and material deployment.,17,1,2,2,1,2101.0
PRJ_NGO_00069_4,NGO_00069,Environment & Forests Initiative #4 (Jaipur),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Rajasthan,Jaipur,False,True,2021-10-01,2023-01-24,16,480,720,10,6,5,Successfully completed primary community training and material deployment.,18,1,2,2,2,3773.0
PRJ_NGO_00069_3,NGO_00069,Environment & Forests Initiative #3 (Jaipur),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Rajasthan,Jaipur,False,True,2022-08-01,2024-05-22,22,660,4196,9,3,3,Successfully completed primary community training and material deployment.,19,1,2,2,3,3773.0
PRJ_NGO_00069_2,NGO_00069,Environment & Forests Initiative #2 (Jaipur),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Rajasthan,Jaipur,False,True,2023-12-01,2025-06-23,19,570,4260,20,5,2,Successfully completed primary community training and material deployment.,20,1,2,2,4,4196.0
PRJ_NGO_00069_1,NGO_00069,Environment & Forests Initiative #1 (Jaipur),Ongoing,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Rajasthan,Jaipur,False,True,2024-05-01,,24,720,617,12,3,1,,21,1,2,2,5,4260.0
PRJ_NGO_00070_3,NGO_00070,Nutrition & Food Security Initiative #3 (Dharwad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Dharwad,False,True,2022-10-01,2023-07-28,10,300,3855,8,6,4,Successfully completed primary community training and material deployment.,22,1,4,2,0,
PRJ_NGO_00070_2,NGO_00070,Nutrition & Food Security Initiative #2 (Dharwad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Dharwad,False,True,2023-11-01,2025-09-21,23,690,2769,13,3,3,Successfully completed primary community training and material deployment.,23,1,4,2,1,3855.0
PRJ_NGO_00070_1,NGO_00070,Nutrition & Food Security Initiative #1 (Dharwad),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Karnataka,Dharwad,False,True,2024-07-01,2025-01-27,7,210,4906,3,5,5,Successfully completed primary community training and material deployment.,24,1,4,2,2,3855.0
