project_id,expected_budget_inr
PRJ_NGO_00190_1,7204100.0
PRJ_NGO_00191_4,5918900.0
PRJ_NGO_00191_3,6302000.0
PRJ_NGO_00191_2,6793400.0
PRJ_NGO_00191_1,3601300.0
PRJ_NGO_00193_6,9065200.0
PRJ_NGO_00193_5,3166900.0
PRJ_NGO_00193_4,768700.0
PRJ_NGO_00193_3,14111500.0
PRJ_NGO_00193_2,7166200.0
PRJ_NGO_00193_1,9574900.0
PRJ_NGO_00195_5,1998300.0
PRJ_NGO_00195_4,4630200.0
PRJ_NGO_00195_3,936500.0
PRJ_NGO_00195_2,2080200.0
PRJ_NGO_00195_1,6230800.0
PRJ_NGO_00196_4,7388600.0
PRJ_NGO_00196_5,3583300.0
PRJ_NGO_00196_3,7511000.0
PRJ_NGO_00196_2,11330200.0
PRJ_NGO_00196_1,5380800.0
PRJ_NGO_00197_7,1414600.0
PRJ_NGO_00197_6,15574100.0
PRJ_NGO_00197_5,4653200.0
PRJ_NGO_00197_4,4082100.0
PRJ_NGO_00197_3,2092800.0
PRJ_NGO_00197_2,6410900.0
PRJ_NGO_00197_1,710400.0
PRJ_NGO_00198_1,12258400.0
PRJ_NGO_00199_6,10012800.0
PRJ_NGO_00199_4,10904300.0
PRJ_NGO_00199_5,9121900.0
PRJ_NGO_00199_7,17361400.0
PRJ_NGO_00199_3,938900.0
PRJ_NGO_00199_2,9279800.0
PRJ_NGO_00199_1,4970800.0
PRJ_NGO_00200_6,10258200.0
PRJ_NGO_00200_4,14822400.0
PRJ_NGO_00200_7,5907900.0
PRJ_NGO_00200_5,10925600.0
PRJ_NGO_00200_3,928800.0
PRJ_NGO_00200_2,1796700.0
PRJ_NGO_00200_1,1590000.0
