project_id,line_item_id,category,description,unit,unit_cost_inr,quantity,total_cost_inr
PRJ_NGO_00058_3,PRJ_NGO_00058_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,8582915.83,1,8582915.83
PRJ_NGO_00058_2,PRJ_NGO_00058_2_ITEM_1,Materials,Materials costs for project,kit,279.66,2979,833107.1400000001
PRJ_NGO_00058_2,PRJ_NGO_00058_2_ITEM_2,Staff,Staff costs for project,person-month,278600.64,3,835801.92
PRJ_NGO_00058_2,PRJ_NGO_00058_2_ITEM_3,Transport,Transport costs for project,trip,51429.05,14,720006.7000000001
PRJ_NGO_00058_2,PRJ_NGO_00058_2_ITEM_4,Admin,Admin costs for project,lump-sum,213555.7,1,213555.7
PRJ_NGO_00058_2,PRJ_NGO_00058_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,349630.49,1,349630.49
PRJ_NGO_00058_1,PRJ_NGO_00058_1_ITEM_1,Materials,Materials costs for project,kit,305.57,3384,1034048.88
PRJ_NGO_00058_1,PRJ_NGO_00058_1_ITEM_2,Staff,Staff costs for project,person-month,185128.36,6,1110770.16
PRJ_NGO_00058_1,PRJ_NGO_00058_1_ITEM_3,Transport,Transport costs for project,trip,124885.41,16,1998166.56
PRJ_NGO_00058_1,PRJ_NGO_00058_1_ITEM_4,Admin,Admin costs for project,lump-sum,540878.4,1,540878.4
PRJ_NGO_00058_1,PRJ_NGO_00058_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,874725.88,1,874725.88
PRJ_NGO_00059_1,PRJ_NGO_00059_1_ITEM_1,Materials,Materials costs for project,kit,884.29,4099,3624704.71
PRJ_NGO_00059_1,PRJ_NGO_00059_1_ITEM_2,Staff,Staff costs for project,person-month,424940.99,7,2974586.9299999997
PRJ_NGO_00059_1,PRJ_NGO_00059_1_ITEM_3,Transport,Transport costs for project,trip,18556.8,20,371136.0
PRJ_NGO_00059_1,PRJ_NGO_00059_1_ITEM_4,Admin,Admin costs for project,lump-sum,1143287.16,1,1143287.16
PRJ_NGO_00059_1,PRJ_NGO_00059_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,257476.26,1,257476.26
PRJ_NGO_00060_3,PRJ_NGO_00060_3_ITEM_1,Materials,Materials costs for project,kit,38.62,562,21704.44
PRJ_NGO_00060_3,PRJ_NGO_00060_3_ITEM_2,Staff,Staff costs for project,person-month,6894.62,3,20683.86
PRJ_NGO_00060_3,PRJ_NGO_00060_3_ITEM_3,Transport,Transport costs for project,trip,28330.1,2,56660.2
PRJ_NGO_00060_3,PRJ_NGO_00060_3_ITEM_4,Admin,Admin costs for project,lump-sum,140153.7,1,140153.7
PRJ_NGO_00060_3,PRJ_NGO_00060_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,33697.02,1,33697.02
PRJ_NGO_00060_2,PRJ_NGO_00060_2_ITEM_1,Materials,Materials costs for project,kit,325.72,2881,938399.3200000001
PRJ_NGO_00060_2,PRJ_NGO_00060_2_ITEM_2,Staff,Staff costs for project,person-month,115137.64,6,690825.84
PRJ_NGO_00060_2,PRJ_NGO_00060_2_ITEM_3,Transport,Transport costs for project,trip,16709.61,14,233934.54
PRJ_NGO_00060_2,PRJ_NGO_00060_2_ITEM_4,Admin,Admin costs for project,lump-sum,353302.93,1,353302.93
PRJ_NGO_00060_2,PRJ_NGO_00060_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,297233.3,1,297233.3
PRJ_NGO_00060_1,PRJ_NGO_00060_1_ITEM_1,Materials,Materials costs for project,kit,523.67,4078,2135526.26
PRJ_NGO_00060_1,PRJ_NGO_00060_1_ITEM_2,Staff,Staff costs for project,person-month,107258.97,10,1072589.7
PRJ_NGO_00060_1,PRJ_NGO_00060_1_ITEM_3,Transport,Transport costs for project,trip,42549.33,20,850986.6000000001
PRJ_NGO_00060_1,PRJ_NGO_00060_1_ITEM_4,Admin,Admin costs for project,lump-sum,1090724.38,1,1090724.38
PRJ_NGO_00060_1,PRJ_NGO_00060_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1033358.1,1,1033358.1
PRJ_NGO_00061_7,PRJ_NGO_00061_7_ITEM_1,Relief Kits,Relief Kits costs for project,unit,10.04,10488,105299.51999999999
PRJ_NGO_00061_7,PRJ_NGO_00061_7_ITEM_2,Shelter,Shelter costs for project,family,19.94,437,8713.78
PRJ_NGO_00061_7,PRJ_NGO_00061_7_ITEM_3,Transport,Transport costs for project,trip,22535.96,8,180287.68
PRJ_NGO_00061_7,PRJ_NGO_00061_7_ITEM_4,Medical,Medical costs for project,kit,91.08,1748,159207.84
PRJ_NGO_00061_7,PRJ_NGO_00061_7_ITEM_5,Staff,Staff costs for project,person-month,708614.7,3,2125844.0999999996
PRJ_NGO_00061_6,PRJ_NGO_00061_6_ITEM_1,Relief Kits,Relief Kits costs for project,unit,42.99,57222,2459973.7800000003
PRJ_NGO_00061_6,PRJ_NGO_00061_6_ITEM_2,Shelter,Shelter costs for project,family,4011.14,650,2607241.0
PRJ_NGO_00061_6,PRJ_NGO_00061_6_ITEM_3,Transport,Transport costs for project,trip,246322.1,13,3202187.3000000003
PRJ_NGO_00061_6,PRJ_NGO_00061_6_ITEM_4,Medical,Medical costs for project,kit,1337.35,2601,3478447.3499999996
PRJ_NGO_00061_6,PRJ_NGO_00061_6_ITEM_5,Staff,Staff costs for project,person-month,46961.19,11,516573.09
PRJ_NGO_00061_5,PRJ_NGO_00061_5_ITEM_1,Relief Kits,Relief Kits costs for project,unit,33.08,12392,409927.36
PRJ_NGO_00061_5,PRJ_NGO_00061_5_ITEM_2,Shelter,Shelter costs for project,family,135.67,387,52504.28999999999
PRJ_NGO_00061_5,PRJ_NGO_00061_5_ITEM_3,Transport,Transport costs for project,trip,124.38,7,870.66
PRJ_NGO_00061_5,PRJ_NGO_00061_5_ITEM_4,Medical,Medical costs for project,kit,295.88,1549,458318.12
PRJ_NGO_00061_5,PRJ_NGO_00061_5_ITEM_5,Staff,Staff costs for project,person-month,628246.74,4,2512986.96
PRJ_NGO_00061_4,PRJ_NGO_00061_4_ITEM_1,Relief Kits,Relief Kits costs for project,unit,67.31,31600,2126996.0
PRJ_NGO_00061_4,PRJ_NGO_00061_4_ITEM_2,Shelter,Shelter costs for project,family,247.17,987,243956.78999999998
PRJ_NGO_00061_4,PRJ_NGO_00061_4_ITEM_3,Transport,Transport costs for project,trip,60371.27,19,1147054.13
PRJ_NGO_00061_4,PRJ_NGO_00061_4_ITEM_4,Medical,Medical costs for project,kit,170.6,3950,673870.0
PRJ_NGO_00061_4,PRJ_NGO_00061_4_ITEM_5,Staff,Staff costs for project,person-month,1071398.54,4,4285594.16
PRJ_NGO_00061_3,PRJ_NGO_00061_3_ITEM_1,Relief Kits,Relief Kits costs for project,unit,18.99,95865,1820476.3499999999
PRJ_NGO_00061_3,PRJ_NGO_00061_3_ITEM_2,Shelter,Shelter costs for project,family,4325.17,1141,4935018.97
PRJ_NGO_00061_3,PRJ_NGO_00061_3_ITEM_3,Transport,Transport costs for project,trip,119436.36,22,2627599.92
PRJ_NGO_00061_3,PRJ_NGO_00061_3_ITEM_4,Medical,Medical costs for project,kit,1073.86,4565,4902170.899999999
PRJ_NGO_00061_3,PRJ_NGO_00061_3_ITEM_5,Staff,Staff costs for project,person-month,455063.58,10,4550635.8
PRJ_NGO_00061_2,PRJ_NGO_00061_2_ITEM_1,Relief Kits,Relief Kits costs for project,unit,147.27,22778,3354516.06
PRJ_NGO_00061_2,PRJ_NGO_00061_2_ITEM_2,Shelter,Shelter costs for project,family,690.71,813,561547.23
PRJ_NGO_00061_2,PRJ_NGO_00061_2_ITEM_3,Transport,Transport costs for project,trip,40595.83,16,649533.28
PRJ_NGO_00061_2,PRJ_NGO_00061_2_ITEM_4,Medical,Medical costs for project,kit,303.7,3254,988239.7999999999
PRJ_NGO_00061_2,PRJ_NGO_00061_2_ITEM_5,Staff,Staff costs for project,person-month,377402.72,3,1132208.16
PRJ_NGO_00061_1,PRJ_NGO_00061_1_ITEM_1,Relief Kits,Relief Kits costs for project,unit,12.36,33900,419004.0
PRJ_NGO_00061_1,PRJ_NGO_00061_1_ITEM_2,Shelter,Shelter costs for project,family,2058.52,706,1453315.1199999999
PRJ_NGO_00061_1,PRJ_NGO_00061_1_ITEM_3,Transport,Transport costs for project,trip,172242.65,14,2411397.1
PRJ_NGO_00061_1,PRJ_NGO_00061_1_ITEM_4,Medical,Medical costs for project,kit,192.33,2825,543332.25
PRJ_NGO_00061_1,PRJ_NGO_00061_1_ITEM_5,Staff,Staff costs for project,person-month,648163.17,6,3888979.0200000005
PRJ_NGO_00062_4,PRJ_NGO_00062_4_ITEM_1,Materials,Materials costs for project,kit,725.33,1632,1183738.56
PRJ_NGO_00062_4,PRJ_NGO_00062_4_ITEM_2,Labor,Labor costs for project,person-month,156597.79,7,1096184.53
PRJ_NGO_00062_4,PRJ_NGO_00062_4_ITEM_3,Transport,Transport costs for project,trip,115626.53,8,925012.24
PRJ_NGO_00062_4,PRJ_NGO_00062_4_ITEM_4,Admin,Admin costs for project,lump-sum,707470.27,1,707470.27
PRJ_NGO_00062_4,PRJ_NGO_00062_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,440386.62,1,440386.62
PRJ_NGO_00062_3,PRJ_NGO_00062_3_ITEM_1,Materials,Materials costs for project,kit,505.0,741,374205.0
PRJ_NGO_00062_3,PRJ_NGO_00062_3_ITEM_2,Labor,Labor costs for project,person-month,59404.35,11,653447.85
PRJ_NGO_00062_3,PRJ_NGO_00062_3_ITEM_3,Transport,Transport costs for project,trip,64624.54,3,193873.62
PRJ_NGO_00062_3,PRJ_NGO_00062_3_ITEM_4,Admin,Admin costs for project,lump-sum,62165.56,1,62165.56
PRJ_NGO_00062_3,PRJ_NGO_00062_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,1070808.67,1,1070808.67
PRJ_NGO_00062_2,PRJ_NGO_00062_2_ITEM_1,Materials,Materials costs for project,kit,1283.68,1343,1723982.24
PRJ_NGO_00062_2,PRJ_NGO_00062_2_ITEM_2,Labor,Labor costs for project,person-month,33132.61,9,298193.49
PRJ_NGO_00062_2,PRJ_NGO_00062_2_ITEM_3,Transport,Transport costs for project,trip,55338.29,6,332029.74
PRJ_NGO_00062_2,PRJ_NGO_00062_2_ITEM_4,Admin,Admin costs for project,lump-sum,1042384.38,1,1042384.38
PRJ_NGO_00062_2,PRJ_NGO_00062_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,389113.51,1,389113.51
PRJ_NGO_00062_1,PRJ_NGO_00062_1_ITEM_1,Materials,Materials costs for project,kit,921.36,1966,1811393.76
PRJ_NGO_00062_1,PRJ_NGO_00062_1_ITEM_2,Labor,Labor costs for project,person-month,214967.54,11,2364642.94
PRJ_NGO_00062_1,PRJ_NGO_00062_1_ITEM_3,Transport,Transport costs for project,trip,90373.9,9,813365.1
PRJ_NGO_00062_1,PRJ_NGO_00062_1_ITEM_4,Admin,Admin costs for project,lump-sum,2490686.36,1,2490686.36
PRJ_NGO_00062_1,PRJ_NGO_00062_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,732008.12,1,732008.12
PRJ_NGO_00063_6,PRJ_NGO_00063_6_ITEM_1,Materials,Materials costs for project,kit,125.2,2671,334409.2
PRJ_NGO_00063_6,PRJ_NGO_00063_6_ITEM_2,Staff,Staff costs for project,person-month,86022.41,3,258067.23
PRJ_NGO_00063_6,PRJ_NGO_00063_6_ITEM_3,Transport,Transport costs for project,trip,4666.06,13,60658.780000000006
PRJ_NGO_00063_6,PRJ_NGO_00063_6_ITEM_4,Admin,Admin costs for project,lump-sum,1570721.39,1,1570721.39
PRJ_NGO_00063_6,PRJ_NGO_00063_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,299352.52,1,299352.52
PRJ_NGO_00063_5,PRJ_NGO_00063_5_ITEM_1,Materials,Materials costs for project,kit,61.27,468,28674.36
PRJ_NGO_00063_5,PRJ_NGO_00063_5_ITEM_2,Staff,Staff costs for project,person-month,85462.84,6,512777.04
PRJ_NGO_00063_5,PRJ_NGO_00063_5_ITEM_3,Transport,Transport costs for project,trip,35122.61,2,70245.22
PRJ_NGO_00063_5,PRJ_NGO_00063_5_ITEM_4,Admin,Admin costs for project,lump-sum,4212.96,1,4212.96
PRJ_NGO_00063_5,PRJ_NGO_00063_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,44188.67,1,44188.67
PRJ_NGO_00063_4,PRJ_NGO_00063_4_ITEM_1,Materials,Materials costs for project,kit,288.18,1115,321320.7
PRJ_NGO_00063_4,PRJ_NGO_00063_4_ITEM_2,Staff,Staff costs for project,person-month,125676.47,4,502705.88
PRJ_NGO_00063_4,PRJ_NGO_00063_4_ITEM_3,Transport,Transport costs for project,trip,32195.07,5,160975.35
PRJ_NGO_00063_4,PRJ_NGO_00063_4_ITEM_4,Admin,Admin costs for project,lump-sum,146150.63,1,146150.63
PRJ_NGO_00063_4,PRJ_NGO_00063_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,73844.08,1,73844.08
PRJ_NGO_00063_3,PRJ_NGO_00063_3_ITEM_1,Materials,Materials costs for project,kit,359.12,1254,450336.48
PRJ_NGO_00063_3,PRJ_NGO_00063_3_ITEM_2,Staff,Staff costs for project,person-month,2577.24,4,10308.96
PRJ_NGO_00063_3,PRJ_NGO_00063_3_ITEM_3,Transport,Transport costs for project,trip,89937.41,6,539624.46
PRJ_NGO_00063_3,PRJ_NGO_00063_3_ITEM_4,Admin,Admin costs for project,lump-sum,61255.67,1,61255.67
PRJ_NGO_00063_3,PRJ_NGO_00063_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,505778.31,1,505778.31
PRJ_NGO_00063_2,PRJ_NGO_00063_2_ITEM_1,Materials,Materials costs for project,kit,735.49,3820,2809571.8
PRJ_NGO_00063_2,PRJ_NGO_00063_2_ITEM_2,Staff,Staff costs for project,person-month,302664.84,8,2421318.72
PRJ_NGO_00063_2,PRJ_NGO_00063_2_ITEM_3,Transport,Transport costs for project,trip,4508.37,19,85659.03
PRJ_NGO_00063_2,PRJ_NGO_00063_2_ITEM_4,Admin,Admin costs for project,lump-sum,957739.29,1,957739.29
PRJ_NGO_00063_2,PRJ_NGO_00063_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,2331928.61,1,2331928.61
PRJ_NGO_00063_1,PRJ_NGO_00063_1_ITEM_1,Materials,Materials costs for project,kit,13.15,825,10848.75
PRJ_NGO_00063_1,PRJ_NGO_00063_1_ITEM_2,Staff,Staff costs for project,person-month,21479.85,9,193318.65
PRJ_NGO_00063_1,PRJ_NGO_00063_1_ITEM_3,Transport,Transport costs for project,trip,65683.72,4,262734.88
PRJ_NGO_00063_1,PRJ_NGO_00063_1_ITEM_4,Admin,Admin costs for project,lump-sum,1069572.33,1,1069572.33
PRJ_NGO_00063_1,PRJ_NGO_00063_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,136326.11,1,136326.11
PRJ_NGO_00064_2,PRJ_NGO_00064_2_ITEM_1,Materials,Materials costs for project,kit,106.28,4232,449776.96
PRJ_NGO_00064_2,PRJ_NGO_00064_2_ITEM_2,Labor,Labor costs for project,person-month,1741411.22,4,6965644.88
PRJ_NGO_00064_2,PRJ_NGO_00064_2_ITEM_3,Transport,Transport costs for project,trip,44336.24,21,931061.0399999999
PRJ_NGO_00064_2,PRJ_NGO_00064_2_ITEM_4,Admin,Admin costs for project,lump-sum,935477.57,1,935477.57
PRJ_NGO_00064_2,PRJ_NGO_00064_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,2936433.09,1,2936433.09
PRJ_NGO_00064_1,PRJ_NGO_00064_1_ITEM_1,Materials,Materials costs for project,kit,489.74,3334,1632793.16
PRJ_NGO_00064_1,PRJ_NGO_00064_1_ITEM_2,Labor,Labor costs for project,person-month,257419.55,3,772258.6499999999
PRJ_NGO_00064_1,PRJ_NGO_00064_1_ITEM_3,Transport,Transport costs for project,trip,80132.11,16,1282113.76
PRJ_NGO_00064_1,PRJ_NGO_00064_1_ITEM_4,Admin,Admin costs for project,lump-sum,541005.76,1,541005.76
PRJ_NGO_00064_1,PRJ_NGO_00064_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,1587528.58,1,1587528.58
PRJ_NGO_00065_5,PRJ_NGO_00065_5_ITEM_1,Materials,Materials costs for project,kit,565.28,4564,2579937.92
PRJ_NGO_00065_5,PRJ_NGO_00065_5_ITEM_2,Staff,Staff costs for project,person-month,258374.63,10,2583746.3
PRJ_NGO_00065_5,PRJ_NGO_00065_5_ITEM_3,Transport,Transport costs for project,trip,341806.61,22,7519745.42
PRJ_NGO_00065_5,PRJ_NGO_00065_5_ITEM_4,Admin,Admin costs for project,lump-sum,305839.74,1,305839.74
PRJ_NGO_00065_5,PRJ_NGO_00065_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,4464842.53,1,4464842.53
PRJ_NGO_00065_4,PRJ_NGO_00065_4_ITEM_1,Materials,Materials costs for project,kit,305.45,1679,512850.55
PRJ_NGO_00065_4,PRJ_NGO_00065_4_ITEM_2,Staff,Staff costs for project,person-month,29472.93,10,294729.3
PRJ_NGO_00065_4,PRJ_NGO_00065_4_ITEM_3,Transport,Transport costs for project,trip,12732.02,8,101856.16
PRJ_NGO_00065_4,PRJ_NGO_00065_4_ITEM_4,Admin,Admin costs for project,lump-sum,4307201.42,1,4307201.42
PRJ_NGO_00065_4,PRJ_NGO_00065_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1353660.36,1,1353660.36
PRJ_NGO_00065_3,PRJ_NGO_00065_3_ITEM_1,Materials,Materials costs for project,kit,155.09,2766,428978.94
PRJ_NGO_00065_3,PRJ_NGO_00065_3_ITEM_2,Staff,Staff costs for project,person-month,292126.35,9,2629137.15
PRJ_NGO_00065_3,PRJ_NGO_00065_3_ITEM_3,Transport,Transport costs for project,trip,283020.8,13,3679270.4
PRJ_NGO_00065_3,PRJ_NGO_00065_3_ITEM_4,Admin,Admin costs for project,lump-sum,1988296.27,1,1988296.27
PRJ_NGO_00065_3,PRJ_NGO_00065_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,80804.14,1,80804.14
PRJ_NGO_00065_2,PRJ_NGO_00065_2_ITEM_1,Materials,Materials costs for project,kit,784.3,1918,1504287.4
PRJ_NGO_00065_2,PRJ_NGO_00065_2_ITEM_2,Staff,Staff costs for project,person-month,132823.39,10,1328233.9000000001
PRJ_NGO_00065_2,PRJ_NGO_00065_2_ITEM_3,Transport,Transport costs for project,trip,153486.75,9,1381380.75
PRJ_NGO_00065_2,PRJ_NGO_00065_2_ITEM_4,Admin,Admin costs for project,lump-sum,215376.04,1,215376.04
PRJ_NGO_00065_2,PRJ_NGO_00065_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,2263916.54,1,2263916.54
PRJ_NGO_00065_1,PRJ_NGO_00065_1_ITEM_1,Materials,Materials costs for project,kit,878.02,976,856947.52
PRJ_NGO_00065_1,PRJ_NGO_00065_1_ITEM_2,Staff,Staff costs for project,person-month,8678.35,4,34713.4
PRJ_NGO_00065_1,PRJ_NGO_00065_1_ITEM_3,Transport,Transport costs for project,trip,31778.44,4,127113.76
PRJ_NGO_00065_1,PRJ_NGO_00065_1_ITEM_4,Admin,Admin costs for project,lump-sum,4686.99,1,4686.99
PRJ_NGO_00065_1,PRJ_NGO_00065_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,697834.06,1,697834.06
PRJ_NGO_00066_7,PRJ_NGO_00066_7_ITEM_1,Food,Food costs for project,unit,69.06,26568,1834786.08
PRJ_NGO_00066_7,PRJ_NGO_00066_7_ITEM_2,Transport,Transport costs for project,trip,1535.3,5,7676.5
PRJ_NGO_00066_7,PRJ_NGO_00066_7_ITEM_3,Staff,Staff costs for project,person-month,72676.95,12,872123.3999999999
PRJ_NGO_00066_7,PRJ_NGO_00066_7_ITEM_4,Admin,Admin costs for project,lump-sum,224627.34,1,224627.34
PRJ_NGO_00066_7,PRJ_NGO_00066_7_ITEM_5,Contingency,Contingency costs for project,lump-sum,1103274.33,1,1103274.33
PRJ_NGO_00066_6,PRJ_NGO_00066_6_ITEM_1,Food,Food costs for project,unit,92.82,14454,1341620.2799999998
PRJ_NGO_00066_6,PRJ_NGO_00066_6_ITEM_2,Transport,Transport costs for project,trip,96403.26,6,578419.5599999999
PRJ_NGO_00066_6,PRJ_NGO_00066_6_ITEM_3,Staff,Staff costs for project,person-month,9598.28,5,47991.4
PRJ_NGO_00066_6,PRJ_NGO_00066_6_ITEM_4,Admin,Admin costs for project,lump-sum,284782.89,1,284782.89
PRJ_NGO_00066_6,PRJ_NGO_00066_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,67421.16,1,67421.16
PRJ_NGO_00066_5,PRJ_NGO_00066_5_ITEM_1,Food,Food costs for project,unit,95.02,29176,2772303.52
PRJ_NGO_00066_5,PRJ_NGO_00066_5_ITEM_2,Transport,Transport costs for project,trip,20863.72,18,375546.96
PRJ_NGO_00066_5,PRJ_NGO_00066_5_ITEM_3,Staff,Staff costs for project,person-month,37133.32,4,148533.28
PRJ_NGO_00066_5,PRJ_NGO_00066_5_ITEM_4,Admin,Admin costs for project,lump-sum,209091.54,1,209091.54
PRJ_NGO_00066_5,PRJ_NGO_00066_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,1976329.26,1,1976329.26
PRJ_NGO_00066_4,PRJ_NGO_00066_4_ITEM_1,Food,Food costs for project,unit,3.28,61425,201474.0
PRJ_NGO_00066_4,PRJ_NGO_00066_4_ITEM_2,Transport,Transport costs for project,trip,164093.78,14,2297312.92
PRJ_NGO_00066_4,PRJ_NGO_00066_4_ITEM_3,Staff,Staff costs for project,person-month,387019.82,10,3870198.2
PRJ_NGO_00066_4,PRJ_NGO_00066_4_ITEM_4,Admin,Admin costs for project,lump-sum,909142.08,1,909142.08
PRJ_NGO_00066_4,PRJ_NGO_00066_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1911786.97,1,1911786.97
PRJ_NGO_00066_3,PRJ_NGO_00066_3_ITEM_1,Food,Food costs for project,unit,47.48,70560,3350188.8
PRJ_NGO_00066_3,PRJ_NGO_00066_3_ITEM_2,Transport,Transport costs for project,trip,148136.29,17,2518316.93
PRJ_NGO_00066_3,PRJ_NGO_00066_3_ITEM_3,Staff,Staff costs for project,person-month,211194.84,10,2111948.4
PRJ_NGO_00066_3,PRJ_NGO_00066_3_ITEM_4,Admin,Admin costs for project,lump-sum,288718.97,1,288718.97
PRJ_NGO_00066_3,PRJ_NGO_00066_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,1403675.9,1,1403675.9
PRJ_NGO_00066_2,PRJ_NGO_00066_2_ITEM_1,Food,Food costs for project,unit,11.18,13146,146972.28
PRJ_NGO_00066_2,PRJ_NGO_00066_2_ITEM_2,Transport,Transport costs for project,trip,114512.1,4,458048.4
PRJ_NGO_00066_2,PRJ_NGO_00066_2_ITEM_3,Staff,Staff costs for project,person-month,151495.8,7,1060470.5999999999
PRJ_NGO_00066_2,PRJ_NGO_00066_2_ITEM_4,Admin,Admin costs for project,lump-sum,206190.85,1,206190.85
PRJ_NGO_00066_2,PRJ_NGO_00066_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,249847.66,1,249847.66
PRJ_NGO_00066_1,PRJ_NGO_00066_1_ITEM_1,Food,Food costs for project,unit,7.37,57096,420797.52
PRJ_NGO_00066_1,PRJ_NGO_00066_1_ITEM_2,Transport,Transport costs for project,trip,111968.04,15,1679520.5999999999
PRJ_NGO_00066_1,PRJ_NGO_00066_1_ITEM_3,Staff,Staff costs for project,person-month,237513.84,9,2137624.56
PRJ_NGO_00066_1,PRJ_NGO_00066_1_ITEM_4,Admin,Admin costs for project,lump-sum,160376.0,1,160376.0
PRJ_NGO_00066_1,PRJ_NGO_00066_1_ITEM_5,Contingency,Contingency costs for project,lump-sum,2506558.72,1,2506558.72
PRJ_NGO_00067_5,PRJ_NGO_00067_5_ITEM_1,Materials,Materials costs for project,kit,1257.76,2978,3745609.28
PRJ_NGO_00067_5,PRJ_NGO_00067_5_ITEM_2,Staff,Staff costs for project,person-month,21246.22,11,233708.42
PRJ_NGO_00067_5,PRJ_NGO_00067_5_ITEM_3,Transport,Transport costs for project,trip,192633.05,14,2696862.6999999997
PRJ_NGO_00067_5,PRJ_NGO_00067_5_ITEM_4,Admin,Admin costs for project,lump-sum,2183527.58,1,2183527.58
PRJ_NGO_00067_5,PRJ_NGO_00067_5_ITEM_5,Contingency,Contingency costs for project,lump-sum,1813381.59,1,1813381.59
PRJ_NGO_00067_3,PRJ_NGO_00067_3_ITEM_1,Materials,Materials costs for project,kit,84.53,3102,262212.06
PRJ_NGO_00067_3,PRJ_NGO_00067_3_ITEM_2,Staff,Staff costs for project,person-month,562138.81,6,3372832.8600000003
PRJ_NGO_00067_3,PRJ_NGO_00067_3_ITEM_3,Transport,Transport costs for project,trip,167567.2,15,2513508.0
PRJ_NGO_00067_3,PRJ_NGO_00067_3_ITEM_4,Admin,Admin costs for project,lump-sum,1014225.74,1,1014225.74
PRJ_NGO_00067_3,PRJ_NGO_00067_3_ITEM_5,Contingency,Contingency costs for project,lump-sum,1922136.31,1,1922136.31
PRJ_NGO_00067_4,PRJ_NGO_00067_4_ITEM_1,Materials,Materials costs for project,kit,1071.52,3238,3469581.76
PRJ_NGO_00067_4,PRJ_NGO_00067_4_ITEM_2,Staff,Staff costs for project,person-month,15881.36,7,111169.52
PRJ_NGO_00067_4,PRJ_NGO_00067_4_ITEM_3,Transport,Transport costs for project,trip,80746.87,16,1291949.92
PRJ_NGO_00067_4,PRJ_NGO_00067_4_ITEM_4,Admin,Admin costs for project,lump-sum,4342100.9,1,4342100.9
PRJ_NGO_00067_4,PRJ_NGO_00067_4_ITEM_5,Contingency,Contingency costs for project,lump-sum,1323993.28,1,1323993.28
PRJ_NGO_00067_6,PRJ_NGO_00067_6_ITEM_1,Materials,Materials costs for project,kit,994.06,2333,2319141.98
PRJ_NGO_00067_6,PRJ_NGO_00067_6_ITEM_2,Staff,Staff costs for project,person-month,23567.11,9,212103.99
PRJ_NGO_00067_6,PRJ_NGO_00067_6_ITEM_3,Transport,Transport costs for project,trip,158835.27,11,1747187.97
PRJ_NGO_00067_6,PRJ_NGO_00067_6_ITEM_4,Admin,Admin costs for project,lump-sum,3288889.52,1,3288889.52
PRJ_NGO_00067_6,PRJ_NGO_00067_6_ITEM_5,Contingency,Contingency costs for project,lump-sum,180877.5,1,180877.5
PRJ_NGO_00067_2,PRJ_NGO_00067_2_ITEM_1,Materials,Materials costs for project,kit,2189.17,2299,5032901.83
PRJ_NGO_00067_2,PRJ_NGO_00067_2_ITEM_2,Staff,Staff costs for project,person-month,96028.48,9,864256.32
PRJ_NGO_00067_2,PRJ_NGO_00067_2_ITEM_3,Transport,Transport costs for project,trip,31754.74,11,349302.14
PRJ_NGO_00067_2,PRJ_NGO_00067_2_ITEM_4,Admin,Admin costs for project,lump-sum,294891.06,1,294891.06
PRJ_NGO_00067_2,PRJ_NGO_00067_2_ITEM_5,Contingency,Contingency costs for project,lump-sum,1481746.04,1,1481746.04
PRJ_NGO_00067_1,PRJ_NGO_00067_1_ITEM_1,Materials,Materials costs for project,kit,16.62,4041,67161.42
PRJ_NGO_00067_1,PRJ_NGO_00067_1_ITEM_2,Staff,Staff costs for project,person-month,324117.65,4,1296470.6
PRJ_NGO_00067_1,PRJ_NGO_00067_1_ITEM_3,Transport,Transport costs for project,trip,120246.78,20,2404935.6
PRJ_NGO_00067_1,PRJ_NGO_00067_1_ITEM_4,Admin,Admin costs for project,lump-sum,2700378.14,1,2700378.14
