ngo_id,latest_financial_year,reports_count,total_income,total_expenditure,income_scale,programme_expense_ratio,administrative_expense_ratio,fundraising_expense_ratio,employee_expense_ratio,surplus_margin,year_over_year_income_growth,year_over_year_expense_growth,cash_to_expense_ratio,grant_dependency_ratio,fcra_dependency_ratio,asset_to_income_ratio,financial_missingness_ratio,accounting_reconciliation_error,audit_status,primary_sector,peer_group,peer_group_fallback_level,peer_group_size,peer_median_programme_ratio,peer_median_admin_ratio,financial_anomaly_score,financial_anomaly_label
NGO_00097,FY2025-26,4,220745726.85,210257295.1,Large,0.7084,0.0759,0.0197,0.0721,0.0475,0.0106,0.0701,0.4556,0.5062,0.4117,0.3884,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Broad,sector_broad,36,0.7875,0.0759,0.102,Normal
NGO_00098,FY2025-26,2,2228794.96,2066250.2,Small,0.8173,0.1344,0.0402,0.0946,0.0729,-0.106,-0.1129,0.5641,0.6142,0.0,1.4511,0.0,0.0,Clean,Disaster Relief & Rehabilitation,Disaster Relief & Rehabilitation_Broad,sector_broad,11,0.795,0.124,0.1296,Normal
NGO_00099,FY2025-26,2,3066646.52,2960127.6,Small,0.688,0.1337,0.011,0.0947,0.0347,-0.1367,-0.178,0.554,0.5988,0.0,1.5299,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.0968,Normal
NGO_00100,FY2025-26,1,1790983.35,1684238.56,Small,0.8474,0.1169,0.0114,0.0476,0.0596,,,0.495,0.4554,0.0,0.771,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Broad,sector_broad,21,0.801,0.1103,0.1138,Normal
NGO_00101,FY2025-26,5,22071856.14,22149853.3,Medium,0.8163,0.1358,0.0478,0.0425,-0.0035,0.084,0.0681,0.5155,0.4641,0.0,0.8892,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1063,Normal
NGO_00102,FY2025-26,3,3776840.81,3805967.8,Small,0.81,0.1222,0.0382,0.0454,-0.0077,-0.1487,-0.0853,0.5334,0.592,0.0,0.7516,0.0,0.0,Clean,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.1339,Normal
NGO_00103,FY2025-26,1,8763554.35,8405508.21,Medium,0.7361,0.0804,0.0229,0.049,0.0409,,,0.3533,0.657,0.0,0.9889,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1625,Normal
NGO_00104,FY2025-26,3,1306516.02,1201715.48,Small,0.839,0.081,0.0177,0.0408,0.0802,-0.0215,-0.0615,0.6058,0.3767,0.0,0.9387,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Broad,sector_broad,21,0.801,0.1103,0.071,Borderline
NGO_00105,FY2025-26,2,2183926.36,1999221.47,Small,0.7295,0.0931,0.0378,0.0426,0.0846,-0.0454,-0.0116,0.4626,0.5927,0.0,1.8526,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Small,specific,10,0.7362,0.0976,0.1576,Normal
NGO_00106,FY2025-26,1,25835241.74,22927923.0,Medium,0.8423,0.0672,0.0153,0.0853,0.1125,,,0.503,0.6849,0.0,0.3612,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Broad,sector_broad,22,0.7951,0.1086,0.1083,Normal
NGO_00107,FY2025-26,4,19534593.05,17249924.64,Medium,0.8444,0.0776,0.0174,0.068,0.117,0.1017,0.0658,0.5546,0.6092,0.0,1.0924,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Medium,specific,12,0.8011,0.0818,0.1237,Normal
NGO_00108,FY2025-26,5,176521066.98,165841077.85,Large,0.7977,0.1103,0.0122,0.0653,0.0605,0.0096,0.0159,0.521,0.6245,0.0,0.4262,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Broad,sector_broad,21,0.801,0.1103,0.0887,Normal
NGO_00109,FY2025-26,5,29365606.59,27261322.63,Medium,0.8334,0.1371,0.0325,0.0779,0.0717,0.0119,-0.0465,0.2538,0.4523,0.0,1.0542,0.0,0.0,Clean,Rural Development,All_NGOs_National,national_broad,200,0.7903,0.1215,0.1392,Normal
NGO_00110,FY2025-26,2,7690382.14,7052319.43,Medium,0.7982,0.0628,0.0293,0.0546,0.083,0.0946,0.0174,0.315,0.6388,0.0,1.5567,0.0,0.0,Clean,Disaster Relief & Rehabilitation,Disaster Relief & Rehabilitation_Broad,sector_broad,11,0.795,0.124,0.1527,Normal
NGO_00111,FY2025-26,4,301993140.76,289713587.04,Large,0.8134,0.1285,0.0122,0.0982,0.0407,0.1084,0.0821,0.274,0.5713,0.0,1.4774,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Broad,sector_broad,21,0.7797,0.1247,0.0694,Borderline
NGO_00112,FY2025-26,2,2092701.07,1966824.62,Small,0.7992,0.073,0.0109,0.09,0.0602,-0.1137,-0.1801,0.3412,0.6774,0.0,1.4085,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Small,specific,14,0.761,0.0857,0.113,Normal
NGO_00113,FY2025-26,5,13589935.55,11971232.26,Medium,0.8276,0.0889,0.033,0.0413,0.1191,-0.0295,-0.1494,0.5641,0.5611,0.0,0.2864,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1349,Normal
NGO_00114,FY2025-26,2,2316444.34,2174639.96,Small,0.7106,0.059,0.0189,0.0609,0.0612,0.1516,0.161,0.1832,0.5658,0.3668,0.8718,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1161,Normal
NGO_00115,FY2025-26,4,34495722.72,32565365.58,Medium,0.7956,0.1368,0.0191,0.0476,0.056,-0.0188,-0.0265,0.2056,0.3752,0.0,1.0335,0.0,0.0,Clean,Disaster Relief & Rehabilitation,Disaster Relief & Rehabilitation_Broad,sector_broad,11,0.795,0.124,0.1082,Normal
NGO_00116,FY2025-26,2,36571957.08,35591389.34,Medium,0.8251,0.0718,0.0336,0.0697,0.0268,-0.037,0.0486,0.202,0.3832,0.0,0.9421,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1206,Normal
NGO_00117,FY2025-26,5,2083121.15,1879580.28,Small,0.7674,0.0803,0.0245,0.0663,0.0977,-0.0213,-0.0837,0.2343,0.4309,0.0,0.9584,0.0,0.0,Clean,Education,Education_Broad,sector_broad,14,0.7772,0.104,0.1271,Normal
NGO_00118,FY2025-26,5,93269920.57,84444098.85,Large,0.7248,0.1041,0.0172,0.0855,0.0946,-0.0675,-0.0858,0.4747,0.6422,0.0,1.0623,0.0,0.0,Clean,Education,Education_Broad,sector_broad,14,0.7772,0.104,0.12,Normal
NGO_00119,FY2025-26,5,6873464.39,6552871.04,Medium,0.6894,0.1243,0.0395,0.0924,0.0466,-0.1238,-0.1722,0.2391,0.4253,0.0,1.6705,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1348,Normal
NGO_00120,FY2025-26,4,1605992.55,1596226.27,Small,0.6987,0.071,0.0325,0.0629,0.0061,0.209,0.1928,0.5343,0.4981,0.0,0.9661,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Small,specific,14,0.761,0.0857,0.1248,Normal
NGO_00121,FY2025-26,3,38089293.01,38341905.79,Medium,0.7354,0.0559,0.0226,0.0774,-0.0066,-0.1261,-0.0698,0.3733,0.6474,0.0,1.5498,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Medium,specific,15,0.7568,0.0658,0.1347,Normal
NGO_00122,FY2025-26,1,4610108.08,4063120.3,Small,0.7077,0.1221,0.0445,0.0867,0.1186,,,0.1567,0.3798,0.0,1.7726,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.071,Borderline
NGO_00123,FY2025-26,3,1341716.24,1192503.46,Small,0.8543,0.0727,0.0126,0.0853,0.1112,-0.1255,-0.2051,0.3221,0.5622,0.0,0.7475,0.0,0.0,Clean,Education,Education_Broad,sector_broad,14,0.7772,0.104,0.0987,Normal
NGO_00124,FY2025-26,3,286041841.54,276689697.7,Large,0.6835,0.096,0.04,0.0457,0.0327,0.1847,0.211,0.1907,0.5454,0.0,1.086,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Broad,sector_broad,21,0.801,0.1103,0.0636,Borderline
NGO_00125,FY2025-26,3,1215772.06,1156727.57,Small,0.7375,0.0849,0.0258,0.0781,0.0486,-0.0313,-0.0836,0.2948,0.7318,0.0,1.2851,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Small,specific,14,0.761,0.0857,0.1147,Normal
NGO_00126,FY2025-26,4,7847772.97,7112670.3,Medium,0.7165,0.0741,0.0485,0.0803,0.0937,0.0238,-0.0371,0.4948,0.634,0.0,1.388,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Medium,specific,12,0.8011,0.0818,0.1357,Normal
NGO_00127,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.0,Outlier
NGO_00128,FY2025-26,4,1736335.17,1622123.41,Small,0.8543,0.0569,0.02,0.0689,0.0658,0.0611,0.1086,0.5223,0.5207,0.0,1.1381,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.1248,Normal
NGO_00129,FY2025-26,5,1763750.65,1707446.42,Small,0.8555,0.0979,0.0125,0.077,0.0319,-0.1279,-0.0792,0.6171,0.4848,0.0,1.3332,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Small,specific,14,0.761,0.0857,0.1033,Normal
NGO_00130,FY2025-26,2,4312769.94,4062226.15,Small,0.7416,0.0519,0.0255,0.0705,0.0581,-0.094,-0.1148,0.2527,0.5247,0.0,0.793,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Broad,sector_broad,21,0.7797,0.1247,0.1492,Normal
NGO_00131,FY2025-26,1,44232254.83,41208992.72,Medium,0.821,0.0981,0.0321,0.0867,0.0683,,,0.2395,0.6591,0.0,1.5976,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1456,Normal
NGO_00132,FY2025-26,1,4976215.66,4390479.88,Small,0.8149,0.1084,0.0198,0.0581,0.1177,,,0.2635,0.6961,0.0,1.5282,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Small,specific,10,0.7362,0.0976,0.1109,Normal
NGO_00133,FY2025-26,4,3699972.6,3651538.3,Small,0.7731,0.0611,0.0295,0.0663,0.0131,-0.1348,-0.153,0.1681,0.464,0.0,0.6666,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1153,Normal
NGO_00134,FY2025-26,4,11834945.49,11722939.28,Medium,0.6948,0.0536,0.0469,0.04,0.0095,-0.0093,0.0034,0.5985,0.39,0.0,0.3005,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Medium,specific,15,0.7568,0.0658,0.0968,Normal
NGO_00135,FY2025-26,2,108998304.09,109867536.01,Large,0.8225,0.0927,0.0472,0.0927,-0.008,-0.1235,-0.0314,0.4544,0.5129,0.0,1.3545,0.0,0.0,Clean,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.0973,Normal
NGO_00136,FY2025-26,1,16262416.19,15295391.41,Medium,0.7937,0.0527,0.0417,0.0912,0.0595,,,0.5536,0.5415,0.0,0.2418,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1462,Normal
NGO_00137,FY2025-26,2,2354134.25,2141611.17,Small,0.7276,0.08,0.0173,0.0933,0.0903,-0.1294,-0.1853,0.5502,0.495,0.0,0.3019,0.0,0.0,Clean,Education,Education_Broad,sector_broad,14,0.7772,0.104,0.1443,Normal
NGO_00138,FY2025-26,5,1445922.34,1448515.1,Small,0.7163,0.1072,0.0241,0.0524,-0.0018,0.2179,0.2159,0.5791,0.6138,0.283,0.3895,0.0,0.0,Qualified,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1249,Normal
NGO_00139,FY2025-26,2,44936072.3,41017230.59,Medium,0.7829,0.1101,0.0429,0.0516,0.0872,-0.055,-0.1402,0.1726,0.6456,0.0,0.3371,0.0,0.0,Clean,Disaster Relief & Rehabilitation,Disaster Relief & Rehabilitation_Broad,sector_broad,11,0.795,0.124,0.1293,Normal
NGO_00140,FY2025-26,2,8760554.72,8104020.68,Medium,0.6929,0.1149,0.0395,0.0728,0.0749,0.2051,0.1225,0.2323,0.5572,0.0,0.9936,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Broad,sector_broad,24,0.7636,0.0806,0.1477,Normal
NGO_00141,FY2025-26,2,25701064.41,25255405.37,Medium,0.8402,0.1324,0.0205,0.0843,0.0173,-0.0056,-0.0004,0.6311,0.6961,0.3086,0.7902,0.0,0.0,Clean,Rural Development,All_NGOs_National,national_broad,200,0.7903,0.1215,0.0866,Normal
NGO_00142,FY2025-26,3,137412874.93,123304562.08,Large,0.808,0.0909,0.0451,0.068,0.1027,0.1135,-0.0145,0.1742,0.6724,0.0,0.5776,0.0,0.0,Clean,Education,Education_Broad,sector_broad,14,0.7772,0.104,0.0683,Borderline
NGO_00143,FY2025-26,3,1470135.21,1363181.19,Small,0.8145,0.1247,0.0411,0.0778,0.0728,0.1702,0.2223,0.3962,0.5579,0.0,1.1388,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Broad,sector_broad,21,0.7797,0.1247,0.1424,Normal
NGO_00144,FY2025-26,1,347568229.41,333535707.21,Large,0.7061,0.1205,0.0355,0.0748,0.0404,,,0.2235,0.3859,0.0,1.1474,0.0,0.0,Clean,Education,Education_Broad,sector_broad,14,0.7772,0.104,0.0508,Borderline
NGO_00145,FY2025-26,5,3515659.52,3364118.1,Small,0.3695,0.4214,0.0671,0.0805,0.0431,0.092,0.1846,0.5745,0.7049,0.0,1.0817,0.0,0.0,Adverse,Education,Education_Broad,sector_broad,14,0.7772,0.104,-0.124,Outlier
NGO_00146,FY2025-26,2,170393689.96,162974031.38,Large,0.8285,0.1382,0.0287,0.0591,0.0435,0.079,0.1033,0.6382,0.4375,0.0,0.924,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Broad,sector_broad,24,0.7636,0.0806,0.0494,Borderline
NGO_00147,FY2025-26,2,8795862.75,7829949.12,Medium,0.7071,0.0566,0.0475,0.0791,0.1098,-0.0203,-0.1292,0.4353,0.6247,0.0,1.4918,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1201,Normal
NGO_00148,FY2025-26,3,22733015.26,20528345.03,Medium,0.8529,0.1331,0.0236,0.0961,0.097,0.1312,0.0453,0.1898,0.6965,0.0,0.4399,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Medium,specific,12,0.8011,0.0818,0.086,Normal
NGO_00149,FY2025-26,4,3162806.6,2967508.46,Small,0.8483,0.1002,0.041,0.0948,0.0617,0.0212,-0.0159,0.6278,0.5109,0.0,1.0263,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1181,Normal
NGO_00150,FY2025-26,5,916718.39,847890.11,Small,0.7621,0.1208,0.0292,0.094,0.0751,-0.025,-0.034,0.5234,0.5575,0.0,0.7815,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.132,Normal
NGO_00151,FY2025-26,2,46593616.03,46863652.27,Medium,0.8303,0.0647,0.0391,0.0526,-0.0058,-0.1372,-0.0881,0.5838,0.3938,0.0,1.3369,0.0,0.0,Clean,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.0917,Normal
NGO_00152,FY2025-26,5,46958108.52,42481085.03,Medium,0.7343,0.0969,0.0414,0.049,0.0953,-0.1147,-0.1953,0.1951,0.6103,0.0,0.4674,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1295,Normal
NGO_00153,FY2025-26,3,16092635.15,15685350.8,Medium,0.6831,0.0892,0.0444,0.0609,0.0253,0.2166,0.1755,0.3734,0.3957,0.0,0.9773,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Broad,sector_broad,22,0.7951,0.1086,0.1318,Normal
NGO_00154,FY2025-26,3,2219018.1,1988132.33,Small,0.7728,0.1032,0.0327,0.0573,0.104,-0.1114,-0.2024,0.4553,0.4344,0.0,0.3814,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1381,Normal
NGO_00155,FY2025-26,4,30118442.92,27624342.41,Medium,0.7784,0.1148,0.0272,0.0961,0.0828,0.1478,0.173,0.4059,0.684,0.0,0.6822,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1574,Normal
NGO_00156,FY2025-26,5,237977029.48,242033458.92,Large,0.804,0.128,0.0335,0.0596,-0.017,0.1889,0.3589,0.5518,0.4746,0.3202,1.5609,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Broad,sector_broad,21,0.7797,0.1247,0.0579,Borderline
NGO_00157,FY2025-26,5,16304047.03,16497210.86,Medium,0.703,0.1287,0.0338,0.0504,-0.0118,0.034,0.1789,0.372,0.6344,0.0,1.5593,0.0,0.0,Clean,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.121,Normal
NGO_00158,FY2025-26,5,2633767.86,2546157.55,Small,0.8275,0.1291,0.029,0.0813,0.0333,-0.0752,-0.0238,0.3752,0.3714,0.0,0.696,0.0,0.0,Clean,Disaster Relief & Rehabilitation,Disaster Relief & Rehabilitation_Broad,sector_broad,11,0.795,0.124,0.1319,Normal
NGO_00159,FY2025-26,5,29764915.85,30162264.46,Medium,0.7128,0.0833,0.0477,0.0889,-0.0133,0.0248,0.1143,0.4442,0.6841,0.0,0.4159,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1132,Normal
NGO_00160,FY2025-26,2,1698220.09,1692957.59,Small,0.8282,0.0812,0.0294,0.0576,0.0031,-0.1174,-0.0339,0.3095,0.4566,0.0,0.4861,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.1339,Normal
NGO_00161,FY2025-26,2,42972822.75,37843779.56,Medium,0.7632,0.1229,0.0372,0.0756,0.1194,-0.0931,-0.1707,0.3919,0.6783,0.1632,1.7488,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1252,Normal
NGO_00162,FY2025-26,5,3729865.1,3650256.01,Small,0.7396,0.0548,0.0471,0.089,0.0213,0.1184,0.2229,0.3467,0.716,0.0,0.596,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Small,specific,10,0.7362,0.0976,0.0938,Normal
NGO_00163,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Skill Development & Livelihood,Skill Development & Livelihood_Broad,sector_broad,22,0.7951,0.1086,0.0,Outlier
NGO_00164,FY2025-26,3,8279534.11,7948224.21,Medium,0.7396,0.0586,0.0415,0.0409,0.04,-0.0869,-0.0177,0.4716,0.4375,0.0,0.5824,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Medium,specific,15,0.7568,0.0658,0.1466,Normal
NGO_00165,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Rural Development,All_NGOs_National,national_broad,200,0.7903,0.1215,0.0,Outlier
NGO_00166,FY2025-26,3,3871877.33,3478370.99,Small,0.6891,0.1343,0.0188,0.0818,0.1016,0.0479,0.0047,0.5085,0.3644,0.0,1.0394,0.0,0.0,Clean,Disaster Relief & Rehabilitation,Disaster Relief & Rehabilitation_Broad,sector_broad,11,0.795,0.124,0.0999,Normal
NGO_00167,FY2025-26,5,16994977.41,16579921.99,Medium,0.736,0.1239,0.034,0.0451,0.0244,-0.1387,-0.0832,0.2818,0.409,0.0,0.4157,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Medium,specific,15,0.7568,0.0658,0.15,Normal
NGO_00168,FY2025-26,3,3561243.39,3231105.76,Small,0.7038,0.0887,0.0263,0.0809,0.0927,-0.0672,-0.1283,0.1517,0.712,0.0,1.5526,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Broad,sector_broad,21,0.7797,0.1247,0.0985,Normal
NGO_00169,FY2025-26,5,253331272.81,230616762.99,Large,0.8157,0.0618,0.0488,0.0526,0.0897,0.1652,0.1765,0.4954,0.5414,0.0,1.1273,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Broad,sector_broad,22,0.7951,0.1086,0.0752,Normal
NGO_00170,FY2025-26,3,6635105.65,6331605.99,Medium,0.8176,0.0914,0.0331,0.0603,0.0457,-0.1369,-0.1662,0.4608,0.5251,0.0,1.7792,0.0,0.0,Clean,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.1682,Normal
NGO_00171,FY2025-26,4,46227431.29,45803941.64,Medium,0.7326,0.0699,0.0414,0.0825,0.0092,0.1022,0.0891,0.3027,0.6999,0.0,1.1029,0.0,0.0,Clean,Rural Development,All_NGOs_National,national_broad,200,0.7903,0.1215,0.115,Normal
NGO_00172,FY2025-26,4,4506119.63,4215359.14,Small,0.7843,0.0954,0.042,0.0816,0.0645,0.0719,-0.0014,0.5608,0.4428,0.0,0.5382,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1435,Normal
NGO_00173,FY2025-26,4,54915655.61,53215945.94,Large,0.8113,0.1363,0.0291,0.0899,0.031,0.1289,0.1045,0.3976,0.6142,0.0,0.987,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Broad,sector_broad,36,0.7875,0.0759,0.1354,Normal
NGO_00174,FY2025-26,4,19094981.28,17214231.3,Medium,0.7653,0.1215,0.0243,0.0496,0.0985,0.2048,0.085,0.3592,0.424,0.0,1.5736,0.0,0.0,Clean,Rural Development,All_NGOs_National,national_broad,200,0.7903,0.1215,0.1391,Normal
NGO_00175,FY2025-26,1,4382153.84,4278500.32,Small,0.6903,0.1288,0.0108,0.0653,0.0237,,,0.234,0.3944,0.0,0.8234,0.0,0.0,Qualified,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.0885,Normal
NGO_00176,FY2025-26,3,39558363.62,40187907.45,Medium,0.7896,0.0589,0.0303,0.0724,-0.0159,0.0671,0.2136,0.3247,0.4305,0.0,0.453,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.1219,Normal
NGO_00177,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Skill Development & Livelihood,Skill Development & Livelihood_Broad,sector_broad,22,0.7951,0.1086,0.0,Outlier
NGO_00178,FY2025-26,3,2949638.9,2767466.74,Small,0.7271,0.1269,0.0321,0.0997,0.0618,0.1947,0.119,0.5827,0.5975,0.0,0.5714,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Small,specific,14,0.761,0.0857,0.1456,Normal
NGO_00179,FY2025-26,4,280435521.55,279137813.84,Large,0.7875,0.1041,0.0139,0.0596,0.0046,0.064,0.1576,0.2659,0.6239,0.0,0.4676,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Broad,sector_broad,36,0.7875,0.0759,0.0802,Normal
NGO_00180,FY2025-26,2,2503266.53,2358019.58,Small,0.7327,0.1282,0.0394,0.0698,0.058,0.1101,0.1407,0.3394,0.5199,0.0,0.6427,0.0,0.0,Clean,Skill Development & Livelihood,Skill Development & Livelihood_Small,specific,10,0.7362,0.0976,0.1541,Normal
NGO_00181,FY2025-26,1,47545153.64,41935511.08,Medium,0.7951,0.1317,0.0133,0.0671,0.118,,,0.3141,0.4697,0.0,1.4094,0.0,0.0,Qualified,Skill Development & Livelihood,Skill Development & Livelihood_Broad,sector_broad,22,0.7951,0.1086,0.1045,Normal
NGO_00182,FY2025-26,3,4051933.87,3610981.48,Small,0.8143,0.0609,0.0415,0.0745,0.1088,-0.05,-0.1498,0.2743,0.4006,0.0,0.3676,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.1077,Normal
NGO_00183,FY2025-26,3,14383878.03,14180547.6,Medium,0.7835,0.054,0.0204,0.0697,0.0141,0.1334,0.1337,0.6087,0.7206,0.0,0.4448,0.0,0.0,Clean,Environment & Forests,Environment & Forests_Medium,specific,12,0.8011,0.0818,0.1067,Normal
NGO_00184,FY2025-26,5,42808491.21,40109943.99,Medium,0.7072,0.0851,0.0473,0.0553,0.063,0.0819,0.1426,0.2417,0.3613,0.3174,1.198,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Medium,specific,15,0.7568,0.0658,0.1052,Normal
NGO_00185,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Water & Sanitation,Water & Sanitation_Broad,sector_broad,24,0.7636,0.0806,0.0,Outlier
NGO_00186,FY2025-26,2,17849109.79,17349850.33,Medium,0.7621,0.0521,0.0275,0.085,0.028,-0.0236,-0.0465,0.6382,0.5501,0.0,1.2823,0.0,0.0,Clean,Healthcare & Medical,Healthcare & Medical_Medium,specific,14,0.7848,0.0819,0.1335,Normal
NGO_00187,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Environment & Forests,Environment & Forests_Broad,sector_broad,30,,,0.0,Outlier
NGO_00188,FY2025-26,2,1136847.31,1093056.69,Small,0.7379,0.1349,0.02,0.0764,0.0385,-0.0179,-0.0329,0.502,0.5151,0.0,1.1985,0.0,0.0,Clean,Water & Sanitation,Water & Sanitation_Small,specific,14,0.7708,0.1082,0.1252,Normal
NGO_00189,FY2025-26,2,580545.14,584627.85,Small,0.7058,0.0578,0.0452,0.0454,-0.007,0.0567,0.132,0.2503,0.4011,0.0,1.3671,0.0,0.0,Unknown,Environment & Forests,Environment & Forests_Small,specific,14,0.772,0.1119,0.0481,Borderline
NGO_00190,FY2025-26,5,8623381.96,7653343.42,Medium,0.7026,0.0782,0.0184,0.0563,0.1125,0.1747,0.0855,0.513,0.7474,0.0,0.4899,0.0,0.0,Clean,Women Empowerment,Women Empowerment_Medium,specific,14,0.8186,0.1006,0.0871,Normal
NGO_00191,FY2025-26,5,1427148.63,1366285.7,Small,0.7208,0.0601,0.0271,0.0649,0.0426,-0.0599,-0.0084,0.406,0.5895,0.0,0.9503,0.0,0.0,Clean,Nutrition & Food Security,Nutrition & Food Security_Small,specific,14,0.761,0.0857,0.147,Normal
NGO_00192,FY2025-26,1,41911830.17,38885429.82,Medium,0.7222,0.0835,0.0303,0.0738,0.0722,,,0.2798,0.4818,0.0,1.1082,0.0,0.0,Clean,Rural Development,All_NGOs_National,national_broad,200,0.7903,0.1215,0.1522,Normal
NGO_00193,FY2025-26,4,37519704.27,36966052.68,Medium,0.749,0.0646,0.0204,0.0504,0.0148,0.0775,0.1679,0.4926,0.6323,0.0,0.5358,0.0,0.0,Clean,Child Welfare,Child Welfare_Broad,sector_broad,13,0.7845,0.0993,0.1412,Normal
NGO_00194,,0,,,Unknown,,,,,,,,,,,,1.0,0.0,No Reports Available,Environment & Forests,Environment & Forests_Broad,sector_broad,30,,,0.0,Outlier
