ngo_id,profile_source,pan_provided,pan_verified,year_established,beneficiaries_reported,primary_sector,transparency_seal_status,tax_exemption_type,tax_exemption_status,section_80g_status,fcra_status,reported_expenditure,reported_assets,profile_publication_date,source_url,verification_status
NGO_00132,https://ngodarpan.gov.in,False,False,2025.0,2129.0,Skill Development & Livelihood,Valid,,Not Found,Expired,Not Applicable,,7698771.05,2026-06-18,https://eleos.org/registry/NGO_00132,Self-reported
NGO_00133,https://ngodarpan.gov.in,True,True,2017.0,,Water & Sanitation,Valid,12AB,Valid,Valid,Not Applicable,3392165.17,2336065.67,2026-03-08,https://eleos.org/registry/NGO_00133,Externally verified
NGO_00134,https://ngodarpan.gov.in,True,True,2012.0,13832.0,Nutrition & Food Security,Not Found,12AB,Valid,Valid,Not Applicable,10266863.0,,2026-03-27,https://eleos.org/registry/NGO_00134,Externally verified
NGO_00135,https://ngodarpan.gov.in,True,True,2013.0,125715.0,Child Welfare,Not Found,12AB,Valid,Valid,Not Applicable,109124166.12,,2026-03-15,https://eleos.org/registry/NGO_00135,Externally verified
NGO_00136,https://ngodarpan.gov.in,True,True,2024.0,7503.0,Healthcare & Medical,Valid,12AB,Valid,Valid,Not Applicable,14935732.14,3726761.56,2025-12-02,https://eleos.org/registry/NGO_00136,Externally verified
NGO_00137,https://ngodarpan.gov.in,True,True,2015.0,2537.0,Education,Valid,12AB,Valid,Expired,Not Applicable,2088011.68,,2026-06-23,https://eleos.org/registry/NGO_00137,Externally verified
NGO_00138,https://ngodarpan.gov.in,True,True,2014.0,962.0,Water & Sanitation,Expired,12AB,Valid,Not Found,Valid,1480277.79,545458.19,2026-02-03,https://eleos.org/registry/NGO_00138,Externally verified
NGO_00139,https://ngodarpan.gov.in,True,True,,37765.0,Disaster Relief & Rehabilitation,Not Found,12AB,Valid,Valid,Not Applicable,44965976.25,16183711.64,2026-06-09,https://eleos.org/registry/NGO_00139,Externally verified
NGO_00140,https://ngodarpan.gov.in,True,True,2022.0,,Water & Sanitation,Expired,12AB,Valid,Expired,Not Found,8914567.78,,2026-05-12,https://eleos.org/registry/NGO_00140,Externally verified
NGO_00141,https://ngodarpan.gov.in,True,True,2013.0,12163.0,Rural Development,Expired,12AB,Valid,Valid,Valid,,,2026-08-08,https://eleos.org/registry/NGO_00141,Externally verified
NGO_00142,https://ngodarpan.gov.in,True,True,2011.0,56120.0,Education,Not Found,12AB,Valid,Valid,Not Applicable,141081255.87,,2026-05-11,https://eleos.org/registry/NGO_00142,Externally verified
NGO_00143,https://ngodarpan.gov.in,False,False,1997.0,1216.0,Healthcare & Medical,Valid,12AB,Valid,Valid,Expired,,1709977.97,2026-04-04,https://eleos.org/registry/NGO_00143,Self-reported
NGO_00144,https://ngodarpan.gov.in,False,False,2025.0,166653.0,Education,,,Not Found,Not Found,Not Applicable,349689695.04,393669182.81,2025-11-23,https://eleos.org/registry/NGO_00144,Self-reported
NGO_00145,https://ngodarpan.gov.in,True,True,2013.0,2894.0,Education,Valid,12AB,Valid,Valid,Not Applicable,3678038.46,4091665.74,2026-03-09,https://eleos.org/registry/NGO_00145,Externally verified
NGO_00146,https://ngodarpan.gov.in,True,True,1997.0,107217.0,Water & Sanitation,Expired,12AB,Valid,Valid,Not Applicable,147513040.73,,2026-02-19,https://eleos.org/registry/NGO_00146,Externally verified
NGO_00147,https://ngodarpan.gov.in,True,True,2014.0,4704.0,Women Empowerment,,,Not Found,Not Found,Not Applicable,,13590391.27,2026-01-15,https://eleos.org/registry/NGO_00147,Self-reported
NGO_00148,NGO Website,True,True,2014.0,12359.0,Environment & Forests,Expired,12AB,Valid,Valid,Not Applicable,22684641.78,9651680.24,2026-02-13,https://eleos.org/registry/NGO_00148,Externally verified
NGO_00149,https://ngodarpan.gov.in,True,True,2016.0,,Water & Sanitation,,12AB,Valid,Valid,Expired,,3025605.13,2026-05-04,https://eleos.org/registry/NGO_00149,Externally verified
NGO_00150,NGO Website,True,True,1996.0,,Environment & Forests,Not Found,,Not Found,Expired,Not Found,842465.5,736537.51,2026-01-03,https://eleos.org/registry/NGO_00150,Self-reported
NGO_00151,https://ngodarpan.gov.in,True,True,,21736.0,Child Welfare,Valid,12AB,Valid,Valid,Not Applicable,42419792.79,68861044.62,2026-07-22,https://eleos.org/registry/NGO_00151,Externally verified
NGO_00152,NGO Website,False,False,2014.0,23013.0,Healthcare & Medical,,12AB,Valid,Valid,Expired,41871624.12,,2026-06-02,https://eleos.org/registry/NGO_00152,Self-reported
NGO_00153,NGO Website,True,True,2020.0,17202.0,Skill Development & Livelihood,Not Found,12AB,Valid,Not Found,Not Applicable,15262361.79,,2026-02-08,https://eleos.org/registry/NGO_00153,Externally verified
NGO_00154,NGO Website,True,True,2020.0,1723.0,Water & Sanitation,Not Found,12AB,Valid,Valid,Not Applicable,2254929.12,797343.85,2026-01-21,https://eleos.org/registry/NGO_00154,Externally verified
NGO_00155,https://ngodarpan.gov.in,True,True,2020.0,30673.0,Healthcare & Medical,,12AB,Valid,Valid,Expired,29455828.88,22085585.01,2026-01-29,https://eleos.org/registry/NGO_00155,Externally verified
NGO_00156,https://ngodarpan.gov.in,True,True,2003.0,128775.0,Healthcare & Medical,Expired,12AB,Valid,Valid,Valid,229970034.76,408248615.41,2025-11-24,https://eleos.org/registry/NGO_00156,Externally verified
NGO_00157,NGO Website,True,True,1999.0,6551.0,Child Welfare,Valid,12AB,Valid,Valid,Expired,,24048650.61,2026-02-11,https://eleos.org/registry/NGO_00157,Externally verified
NGO_00158,https://ngodarpan.gov.in,True,True,2022.0,1179.0,Disaster Relief & Rehabilitation,Not Found,12AB,Valid,Valid,Not Applicable,2591641.24,1734518.33,2026-04-20,https://eleos.org/registry/NGO_00158,Externally verified
NGO_00159,https://ngodarpan.gov.in,True,True,2012.0,19913.0,Healthcare & Medical,Valid,12AB,Valid,Valid,Expired,,,2026-08-24,https://eleos.org/registry/NGO_00159,Externally verified
NGO_00160,https://ngodarpan.gov.in,True,True,2023.0,1053.0,Environment & Forests,Valid,12AB,Valid,Valid,Not Applicable,1742931.32,781775.72,2026-04-19,https://eleos.org/registry/NGO_00160,Externally verified
NGO_00161,NGO Website,True,True,2013.0,19643.0,Women Empowerment,Valid,12AB,Valid,Valid,Valid,36901790.75,69506552.35,2026-01-19,https://eleos.org/registry/NGO_00161,Externally verified
NGO_00162,NGO Website,True,True,2007.0,2166.0,Skill Development & Livelihood,Expired,12AB,Valid,Valid,Expired,3340356.41,2246100.46,2026-04-02,https://eleos.org/registry/NGO_00162,Externally verified
NGO_00163,https://ngodarpan.gov.in,True,True,2025.0,109896.0,Skill Development & Livelihood,Not Found,,Not Found,Expired,Not Applicable,149451100.11,223368403.27,2026-08-26,https://eleos.org/registry/NGO_00163,Self-reported
NGO_00164,https://ngodarpan.gov.in,True,True,2021.0,6711.0,Nutrition & Food Security,Valid,12AB,Valid,Valid,Not Applicable,7459481.31,4471167.91,2026-05-29,https://eleos.org/registry/NGO_00164,Externally verified
NGO_00165,https://ngodarpan.gov.in,True,True,2025.0,604.0,Rural Development,Expired,,Expired,Not Found,Not Applicable,640026.49,1298968.78,2025-12-30,https://eleos.org/registry/NGO_00165,Self-reported
NGO_00166,https://ngodarpan.gov.in,True,True,2016.0,2553.0,Disaster Relief & Rehabilitation,Expired,12AB,Valid,Valid,Not Applicable,3812348.19,4026136.81,2026-08-26,https://eleos.org/registry/NGO_00166,Externally verified
NGO_00167,https://ngodarpan.gov.in,True,True,2022.0,7569.0,Nutrition & Food Security,,12AB,Valid,Valid,Not Applicable,16465137.04,7513291.33,2026-07-13,https://eleos.org/registry/NGO_00167,Externally verified
NGO_00168,NGO Website,True,True,1998.0,3593.0,Healthcare & Medical,Valid,12AB,Valid,Valid,Not Applicable,3319735.63,5785131.75,2026-06-18,https://eleos.org/registry/NGO_00168,Externally verified
NGO_00169,https://ngodarpan.gov.in,True,True,2017.0,265995.0,Skill Development & Livelihood,,12AB,Valid,Valid,Not Applicable,253941537.93,306883482.48,2026-04-22,https://eleos.org/registry/NGO_00169,Externally verified
NGO_00170,https://ngodarpan.gov.in,True,True,2019.0,7164.0,Child Welfare,Expired,12AB,Valid,Valid,Not Applicable,,11464306.11,2026-05-30,https://eleos.org/registry/NGO_00170,Externally verified
NGO_00171,https://ngodarpan.gov.in,True,True,2017.0,26134.0,Rural Development,Not Found,12AB,Valid,Valid,Not Applicable,43311631.74,55159674.92,2026-03-16,https://eleos.org/registry/NGO_00171,Externally verified
NGO_00172,https://ngodarpan.gov.in,True,True,,1888.0,Water & Sanitation,Expired,,Expired,Not Found,Not Applicable,4196619.03,2274643.78,2026-08-23,https://eleos.org/registry/NGO_00172,Self-reported
NGO_00173,https://ngodarpan.gov.in,True,True,2022.0,50952.0,Nutrition & Food Security,Not Found,12AB,Valid,Valid,Not Found,,50893095.67,2026-02-02,https://eleos.org/registry/NGO_00173,Externally verified
NGO_00174,https://ngodarpan.gov.in,True,True,2015.0,15429.0,Rural Development,,,Not Found,Expired,Not Applicable,18513472.88,27894647.03,2026-05-05,https://eleos.org/registry/NGO_00174,Self-reported
NGO_00175,https://ngodarpan.gov.in,True,True,2024.0,2939.0,Environment & Forests,Not Found,12AB,Valid,Valid,Not Applicable,4186574.76,4007136.16,2025-12-12,https://eleos.org/registry/NGO_00175,Externally verified
NGO_00176,https://ngodarpan.gov.in,True,True,2022.0,32389.0,Women Empowerment,Valid,12AB,Valid,Valid,Not Found,,,2026-06-14,https://eleos.org/registry/NGO_00176,Externally verified
NGO_00177,NGO Website,True,True,2025.0,1245.0,Skill Development & Livelihood,Not Found,,Not Found,Not Found,Not Applicable,2487273.9,4142512.34,2025-12-01,https://eleos.org/registry/NGO_00177,Self-reported
NGO_00178,NGO Website,False,False,2015.0,2092.0,Nutrition & Food Security,Expired,12AB,Valid,Valid,Not Applicable,2981788.72,1866812.66,2026-03-29,https://eleos.org/registry/NGO_00178,Self-reported
NGO_00179,NGO Website,True,True,2002.0,277027.0,Nutrition & Food Security,Not Found,,Not Found,Expired,Not Applicable,265314455.93,138753574.03,2025-11-28,https://eleos.org/registry/NGO_00179,Self-reported
NGO_00180,https://ngodarpan.gov.in,True,True,2024.0,1301.0,Skill Development & Livelihood,,12AB,Valid,Not Found,Not Applicable,2152810.49,1725169.44,2026-07-09,https://eleos.org/registry/NGO_00180,Externally verified
NGO_00181,NGO Website,True,True,2023.0,53585.0,Skill Development & Livelihood,,12AB,Valid,Valid,Not Applicable,46206307.89,65946821.16,2026-07-26,https://eleos.org/registry/NGO_00181,Externally verified
NGO_00182,https://ngodarpan.gov.in,True,True,2015.0,3041.0,Environment & Forests,,12AB,Valid,Valid,Expired,3453778.26,1390171.64,2026-03-22,https://eleos.org/registry/NGO_00182,Externally verified
NGO_00183,https://ngodarpan.gov.in,False,False,2019.0,6300.0,Environment & Forests,Not Found,12AB,Valid,Valid,Not Applicable,13747732.46,5968064.47,2026-03-23,https://eleos.org/registry/NGO_00183,Self-reported
NGO_00184,https://ngodarpan.gov.in,True,True,2011.0,,Nutrition & Food Security,Valid,12AB,Valid,Valid,Valid,44294775.72,,2026-04-13,https://eleos.org/registry/NGO_00184,Externally verified
NGO_00185,https://ngodarpan.gov.in,True,False,,1667.0,Water & Sanitation,Expired,,Not Found,Not Found,Not Applicable,3435264.5,,2026-02-04,https://eleos.org/registry/NGO_00185,Self-reported
NGO_00186,https://ngodarpan.gov.in,True,True,2017.0,11874.0,Healthcare & Medical,,12AB,Valid,Valid,Not Applicable,,20894890.63,2026-08-02,https://eleos.org/registry/NGO_00186,Externally verified
NGO_00187,https://ngodarpan.gov.in,False,False,2025.0,163407.0,Environment & Forests,,,Expired,Not Found,Not Applicable,300435101.73,248724281.84,2026-01-09,https://eleos.org/registry/NGO_00187,Self-reported
NGO_00188,NGO Website,True,True,2023.0,1077.0,Water & Sanitation,Valid,12AB,Valid,Valid,Not Applicable,,1270233.35,2026-05-02,https://eleos.org/registry/NGO_00188,Externally verified
NGO_00189,NGO Website,True,True,2021.0,583.0,Environment & Forests,Expired,12AB,Valid,Valid,Not Applicable,524174.46,734327.95,2026-08-05,https://eleos.org/registry/NGO_00189,Externally verified
NGO_00190,https://ngodarpan.gov.in,True,True,,,Women Empowerment,,12AB,Valid,Valid,Not Applicable,7517611.04,3927346.04,2025-12-19,https://eleos.org/registry/NGO_00190,Externally verified
NGO_00191,https://ngodarpan.gov.in,True,True,,838.0,Nutrition & Food Security,Expired,,Not Found,Not Found,Not Applicable,1362237.98,,2026-06-23,https://eleos.org/registry/NGO_00191,Self-reported
NGO_00192,https://ngodarpan.gov.in,True,True,2025.0,17243.0,Rural Development,Not Found,,Not Found,Not Found,Not Applicable,36771895.24,47625774.15,2026-01-15,https://eleos.org/registry/NGO_00192,Self-reported
NGO_00193,https://ngodarpan.gov.in,True,True,,28386.0,Child Welfare,Expired,12AB,Valid,Valid,Not Applicable,34116718.5,,2026-03-31,https://eleos.org/registry/NGO_00193,Externally verified
NGO_00194,NGO Website,True,True,2025.0,,Environment & Forests,Valid,,Expired,Not Found,Not Applicable,4291980.45,2119051.44,2026-07-24,https://eleos.org/registry/NGO_00194,Self-reported
NGO_00195,https://ngodarpan.gov.in,True,True,2004.0,2506.0,Education,Valid,12AB,Valid,Valid,Not Applicable,3038188.5,4406053.92,2026-08-01,https://eleos.org/registry/NGO_00195,Externally verified
NGO_00196,https://ngodarpan.gov.in,True,True,2021.0,2480.0,Women Empowerment,Not Found,12AB,Valid,Not Found,Valid,,6837446.64,2026-08-03,https://eleos.org/registry/NGO_00196,Externally verified
NGO_00197,https://ngodarpan.gov.in,True,False,2017.0,5913.0,Skill Development & Livelihood,Valid,12AB,Valid,Not Found,Not Applicable,12083473.74,,2026-03-06,https://eleos.org/registry/NGO_00197,Self-reported
NGO_00198,https://ngodarpan.gov.in,True,True,2023.0,3722.0,Nutrition & Food Security,Expired,12AB,Valid,Valid,Not Applicable,4453817.76,6352350.38,2026-02-15,https://eleos.org/registry/NGO_00198,Externally verified
NGO_00199,https://ngodarpan.gov.in,True,True,2021.0,1701.0,Women Empowerment,,,Not Found,Expired,Not Applicable,2673128.95,2036612.51,2026-08-16,https://eleos.org/registry/NGO_00199,Self-reported
NGO_00200,https://ngodarpan.gov.in,True,True,2021.0,,Skill Development & Livelihood,Valid,12AB,Valid,Not Found,Not Applicable,1295160.37,,2025-12-15,https://eleos.org/registry/NGO_00200,Externally verified
