project_id,submitted_budget,predicted_expected_budget,deviation_pct,B_score,S_score,C_score,I_score,feasibility_score,feasibility_label
PRJ_NGO_00072_6,7830100.00,7945363.50,1.45,94.08,91.25,92.19,66.00,88.78,High
PRJ_NGO_00072_5,5231400.00,5000240.00,4.62,91.41,100.00,87.12,90.00,92.49,Very High
PRJ_NGO_00072_4,1720400.00,2238988.00,23.16,73.68,100.00,100.00,91.50,88.20,High
PRJ_NGO_00072_3,3962800.00,4259601.50,6.97,90.00,100.00,100.00,99.00,95.85,Very High
PRJ_NGO_00072_2,8489300.00,7948846.50,6.80,90.00,100.00,92.21,100.00,94.44,Very High
PRJ_NGO_00072_1,2184700.00,3250727.25,32.79,49.41,100.00,84.94,100.00,76.75,High
PRJ_NGO_00073_2,4543400.00,5640748.00,19.45,91.09,96.50,89.34,68.00,88.63,High
PRJ_NGO_00073_1,5820000.00,8902171.00,34.62,45.75,100.00,93.60,92.50,75.90,High
PRJ_NGO_00074_2,3269700.00,2813034.25,16.23,88.61,96.50,100.00,68.00,89.77,High
PRJ_NGO_00074_1,4848700.00,4537587.50,6.86,90.00,100.00,100.00,86.50,93.97,Very High
PRJ_NGO_00075_1,2014700.00,3829187.50,47.39,21.54,91.25,81.53,60.00,56.73,Low
PRJ_NGO_00075_2,2321900.00,5379939.50,56.84,21.58,100.00,86.45,80.00,62.92,Moderate
PRJ_NGO_00076_2,5423300.00,4494820.00,20.66,78.69,96.50,94.10,64.00,84.02,High
PRJ_NGO_00076_1,10521200.00,6545645.50,60.74,19.63,100.00,96.64,84.00,64.78,Moderate
PRJ_NGO_00077_5,16070700.00,13856128.00,15.98,88.03,91.25,100.00,68.00,88.23,High
PRJ_NGO_00077_4,1837800.00,1871966.88,1.83,100.00,100.00,100.00,90.50,98.58,Very High
PRJ_NGO_00077_3,2084400.00,2103363.25,0.90,85.00,100.00,99.74,90.50,92.52,Very High
PRJ_NGO_00077_2,9861700.00,9136025.00,7.94,100.00,100.00,100.00,96.50,99.47,Very High
PRJ_NGO_00077_1,3423900.00,2856375.25,19.87,75.26,100.00,100.00,96.50,89.58,High
PRJ_NGO_00078_6,1728500.00,2313702.75,25.29,79.41,96.50,89.16,62.00,83.02,High
PRJ_NGO_00078_5,1190200.00,1888032.75,36.96,56.08,100.00,83.78,79.50,76.11,High
PRJ_NGO_00078_4,3209000.00,5287767.50,39.31,36.37,93.00,84.20,81.00,66.79,Moderate
PRJ_NGO_00078_3,2144300.00,3934802.50,45.50,21.24,100.00,85.84,91.50,64.39,Moderate
PRJ_NGO_00078_2,701300.00,541857.00,29.43,60.81,100.00,84.91,93.00,80.26,High
PRJ_NGO_00078_1,1324800.00,1493896.75,11.32,100.00,100.00,85.94,100.00,97.19,Very High
PRJ_NGO_00079_2,5298000.00,6969057.00,23.98,82.04,91.25,87.48,60.00,82.13,High
PRJ_NGO_00079_1,2389900.00,2503757.00,4.55,100.00,100.00,88.94,79.50,94.71,Very High
PRJ_NGO_00080_3,3533600.00,4057084.25,12.90,90.00,96.50,89.56,68.00,88.24,High
PRJ_NGO_00080_2,9193500.00,10019811.00,8.25,85.00,100.00,100.00,93.00,92.95,Very High
PRJ_NGO_00080_1,3896300.00,4495823.00,13.34,90.00,100.00,100.00,93.00,94.95,Very High
PRJ_NGO_00081_4,4491100.00,5490110.00,18.20,69.63,91.25,88.71,60.00,77.41,High
PRJ_NGO_00081_3,1841000.00,2710862.50,32.09,65.82,100.00,91.23,84.00,82.18,High
PRJ_NGO_00081_2,4288200.00,6081655.50,29.49,63.92,100.00,87.79,85.50,80.95,High
PRJ_NGO_00081_1,5119100.00,8041708.50,36.34,57.31,100.00,85.96,93.00,79.07,High
PRJ_NGO_00082_6,13028600.00,13134379.00,0.81,85.00,96.50,100.00,68.00,88.33,High
PRJ_NGO_00082_5,1394900.00,1316892.62,5.92,100.00,100.00,91.38,86.50,96.25,Very High
PRJ_NGO_00082_4,29804100.00,28111816.00,6.02,100.00,93.00,100.00,86.50,96.22,Very High
PRJ_NGO_00082_3,6143100.00,5610032.00,9.50,100.00,100.00,86.69,99.50,97.26,Very High
PRJ_NGO_00082_2,3815600.00,3663720.75,4.15,100.00,100.00,100.00,99.50,99.92,Very High
PRJ_NGO_00082_1,21312100.00,15057962.00,41.53,22.19,100.00,100.00,100.00,68.87,Moderate
PRJ_NGO_00084_7,13466600.00,13905362.00,3.16,100.00,91.25,99.59,66.00,92.63,Very High
PRJ_NGO_00084_6,4306700.00,5323063.00,19.09,71.07,100.00,82.71,93.00,83.92,High
PRJ_NGO_00084_5,12857200.00,13905740.00,7.54,89.48,100.00,98.85,94.50,94.74,Very High
PRJ_NGO_00084_4,9359500.00,9191891.00,1.82,100.00,96.91,93.11,100.00,97.85,Very High
PRJ_NGO_00084_3,1219600.00,1161592.00,4.99,100.00,100.00,79.57,100.00,95.91,Very High
PRJ_NGO_00084_2,5450200.00,6078467.50,10.34,88.30,100.00,96.54,100.00,94.63,Very High
PRJ_NGO_00084_1,4359500.00,4325225.50,0.79,100.00,100.00,96.03,100.00,99.21,Very High
PRJ_NGO_00085_5,12279900.00,10403033.00,18.04,68.92,91.25,100.00,68.00,80.58,High
PRJ_NGO_00085_4,18306300.00,17602302.00,4.00,100.00,100.00,100.00,90.00,98.50,Very High
PRJ_NGO_00085_3,5891300.00,6291171.00,6.36,90.00,100.00,88.88,94.00,92.88,Very High
PRJ_NGO_00085_2,3291800.00,3191751.25,3.13,77.73,100.00,90.46,100.00,89.18,High
PRJ_NGO_00085_1,3750300.00,3250374.50,15.38,89.24,100.00,93.56,100.00,94.41,Very High
PRJ_NGO_00086_5,9987300.00,8779117.00,13.76,93.24,91.25,100.00,60.00,89.11,High
PRJ_NGO_00086_6,7173700.00,6711020.00,6.89,85.00,100.00,99.02,81.50,91.03,Very High
PRJ_NGO_00086_4,11752900.00,9684036.00,21.36,87.27,100.00,100.00,81.50,92.13,Very High
PRJ_NGO_00086_3,1465600.00,1420939.50,3.14,100.00,100.00,93.13,89.00,96.98,Very High
PRJ_NGO_00086_2,13501100.00,11444008.00,17.98,94.05,100.00,97.73,90.50,95.74,Very High
PRJ_NGO_00086_1,13235000.00,9487043.00,39.51,50.99,100.00,100.00,100.00,80.40,High
PRJ_NGO_00087_7,14562000.00,13142789.00,10.80,90.00,91.25,100.00,68.00,89.01,High
PRJ_NGO_00087_6,10574400.00,10343960.00,2.23,87.99,100.00,100.00,94.00,94.30,Very High
PRJ_NGO_00087_5,23237300.00,21071246.00,10.28,93.32,100.00,100.00,94.00,96.43,Very High
PRJ_NGO_00087_4,7966600.00,7513184.00,6.03,88.73,100.00,100.00,100.00,95.49,Very High
PRJ_NGO_00087_3,7854600.00,7947681.00,1.17,90.00,100.00,94.57,100.00,94.91,Very High
PRJ_NGO_00087_2,10362600.00,10563724.00,1.90,90.00,100.00,91.16,100.00,94.23,Very High
PRJ_NGO_00087_1,7748100.00,6182023.00,25.33,79.33,100.00,96.11,100.00,90.96,Very High
PRJ_NGO_00088_3,4156600.00,4285366.50,3.00,100.00,96.50,97.69,68.00,93.86,Very High
PRJ_NGO_00088_2,3150500.00,2780274.00,13.32,100.00,100.00,86.12,89.00,95.57,Very High
PRJ_NGO_00088_1,2524700.00,3028252.50,16.63,96.74,100.00,85.29,92.00,94.56,Very High
PRJ_NGO_00089_5,2344400.00,2660652.25,11.89,85.00,91.25,79.36,66.00,82.58,High
PRJ_NGO_00089_4,2449700.00,3506550.50,30.14,65.22,100.00,82.84,88.00,80.86,High
PRJ_NGO_00089_3,4614500.00,5159737.00,10.57,75.00,100.00,83.20,89.50,85.06,High
PRJ_NGO_00089_2,1777000.00,1972788.00,9.92,77.64,100.00,79.56,100.00,86.97,High
PRJ_NGO_00089_1,3285800.00,5476194.00,40.00,40.00,100.00,84.60,100.00,72.92,Moderate
PRJ_NGO_00090_5,657400.00,92133.41,613.53,0.00,96.50,91.85,68.00,52.70,Low
PRJ_NGO_00090_4,5535700.00,5099135.50,8.56,100.00,92.26,99.89,86.00,95.94,Very High
PRJ_NGO_00090_3,10770000.00,8440364.00,27.60,64.80,100.00,100.00,93.00,84.87,High
PRJ_NGO_00090_2,9721800.00,9268557.00,4.89,100.00,100.00,96.92,99.00,99.23,Very High
PRJ_NGO_00090_1,15171200.00,12211180.00,24.24,69.53,100.00,100.00,100.00,87.81,High
PRJ_NGO_00091_6,5674000.00,5812219.00,2.38,90.00,96.50,99.66,64.00,89.66,High
PRJ_NGO_00091_5,5253600.00,5177509.00,1.47,90.00,100.00,100.00,84.50,93.67,Very High
PRJ_NGO_00091_4,8738100.00,8586006.00,1.77,92.92,93.00,90.18,86.00,91.35,Very High
PRJ_NGO_00091_3,8234400.00,7892971.50,4.33,85.00,100.00,100.00,100.00,94.00,Very High
PRJ_NGO_00091_2,7371100.00,7333875.50,0.51,84.32,100.00,100.00,100.00,93.73,Very High
PRJ_NGO_00091_1,6297100.00,6521989.50,3.45,100.00,100.00,97.60,100.00,99.52,Very High
PRJ_NGO_00092_7,1917100.00,1860634.75,3.03,100.00,96.50,92.65,62.00,91.95,Very High
PRJ_NGO_00092_6,11896700.00,11194192.00,6.28,85.00,93.00,100.00,83.00,89.70,High
PRJ_NGO_00092_5,434200.00,70171.45,518.77,0.00,100.00,88.87,91.50,56.50,Low
PRJ_NGO_00092_4,6137900.00,6355571.50,3.42,100.00,100.00,87.60,99.00,97.37,Very High
PRJ_NGO_00092_3,9266300.00,9221746.00,0.48,91.17,100.00,96.87,100.00,95.84,Very High
PRJ_NGO_00092_2,11356000.00,12441632.00,8.73,90.00,100.00,99.88,100.00,95.98,Very High
PRJ_NGO_00092_1,4089000.00,4933494.00,17.12,86.28,100.00,100.00,100.00,94.51,Very High
PRJ_NGO_00093_3,418200.00,1273858.00,67.17,6.41,96.50,86.53,60.00,53.00,Low
PRJ_NGO_00093_2,8282600.00,8932589.00,7.28,100.00,82.87,90.59,75.00,90.09,Very High
PRJ_NGO_00093_1,4478000.00,5060508.50,11.51,93.23,100.00,96.61,86.50,94.59,Very High
PRJ_NGO_00094_3,5245900.00,6468597.50,18.90,77.20,91.25,84.07,66.00,80.40,High
PRJ_NGO_00094_2,4117100.00,5999427.50,31.38,63.16,100.00,85.20,93.00,81.25,High
PRJ_NGO_00094_1,2034000.00,3564902.50,42.94,42.64,100.00,84.36,94.50,73.10,Moderate
PRJ_NGO_00095_1,10911700.00,8716912.00,25.18,79.64,91.25,95.40,60.00,82.75,High
PRJ_NGO_00095_3,8275700.00,6524507.00,26.84,61.32,100.00,100.00,84.00,82.13,High
PRJ_NGO_00095_2,9409400.00,7982225.50,17.88,94.24,100.00,100.00,84.00,95.30,Very High
PRJ_NGO_00096_2,9299900.00,9079292.00,2.43,92.28,96.50,100.00,66.00,90.94,Very High
PRJ_NGO_00096_1,3709400.00,4065192.25,8.75,92.28,100.00,85.08,86.00,91.83,Very High
PRJ_NGO_00097_7,5087900.00,5534873.50,8.08,100.00,91.25,88.35,68.00,90.68,Very High
PRJ_NGO_00097_6,6665500.00,7048078.00,5.43,100.00,100.00,90.80,90.50,96.73,Very High
PRJ_NGO_00097_5,1003000.00,711152.75,41.04,47.40,100.00,89.73,92.00,75.71,High
PRJ_NGO_00097_4,1006400.00,1268048.00,20.63,78.73,100.00,100.00,99.00,91.34,Very High
PRJ_NGO_00097_3,2717200.00,2501370.75,8.63,85.00,100.00,85.61,99.00,90.97,Very High
PRJ_NGO_00097_2,6331700.00,6440314.00,1.69,93.54,100.00,88.70,100.00,95.16,Very High
PRJ_NGO_00097_1,9220900.00,10347751.00,10.89,93.54,100.00,97.42,100.00,96.90,Very High
PRJ_NGO_00098_3,8812000.00,8006270.00,10.06,100.00,96.50,100.00,60.00,93.12,Very High
PRJ_NGO_00098_6,16681900.00,15591586.00,6.99,100.00,100.00,100.00,82.50,97.38,Very High
PRJ_NGO_00098_7,3791400.00,3711285.00,2.16,100.00,100.00,98.48,86.50,97.67,Very High
PRJ_NGO_00098_5,7465000.00,8295809.50,10.01,100.00,100.00,88.89,92.50,96.65,Very High
PRJ_NGO_00098_4,5732300.00,5065318.00,13.17,100.00,100.00,100.00,92.50,98.88,Very High
PRJ_NGO_00098_2,6609800.00,6987360.50,5.40,100.00,100.00,97.63,100.00,99.53,Very High
PRJ_NGO_00098_1,9742900.00,8766946.00,11.13,100.00,100.00,97.55,100.00,99.51,Very High
PRJ_NGO_00099_1,6874900.00,12586795.00,45.38,26.55,91.25,88.20,60.00,60.07,Moderate
PRJ_NGO_00099_2,3121400.00,5932296.50,47.38,31.54,100.00,83.43,83.50,66.83,Moderate
PRJ_NGO_00101_7,3737100.00,3930876.25,4.93,100.00,96.50,100.00,68.00,94.33,Very High
PRJ_NGO_00101_6,8283400.00,6746998.00,22.77,84.46,93.00,100.00,87.00,90.08,Very High
PRJ_NGO_00101_5,7454300.00,7011963.00,6.31,85.00,100.00,100.00,90.00,92.50,Very High
PRJ_NGO_00101_4,9077300.00,8587678.00,5.70,100.00,100.00,100.00,96.00,99.40,Very High
PRJ_NGO_00101_3,2169100.00,2063454.88,5.12,76.66,100.00,97.52,96.00,89.57,High
PRJ_NGO_00101_2,10064800.00,8623225.00,16.72,86.57,100.00,98.89,100.00,94.40,Very High
PRJ_NGO_00101_1,1182000.00,1714317.12,31.05,59.44,100.00,98.15,100.00,83.41,High
PRJ_NGO_00102_4,18347000.00,17566672.00,4.44,78.71,91.25,100.00,60.00,83.30,High
PRJ_NGO_00102_3,4188900.00,4303902.50,2.67,100.00,100.00,87.41,80.00,94.48,Very High
PRJ_NGO_00102_2,8596700.00,7951940.00,8.11,90.00,100.00,93.30,81.50,91.88,Very High
PRJ_NGO_00102_1,6457100.00,8403915.00,23.17,83.67,98.50,87.99,89.00,89.04,High
PRJ_NGO_00103_2,1426200.00,1758618.12,18.90,77.20,96.50,100.00,60.00,84.00,High
PRJ_NGO_00103_1,13249700.00,10784803.00,22.86,84.29,84.82,100.00,73.50,85.94,High
PRJ_NGO_00104_2,8083900.00,8207365.00,1.50,87.29,91.25,98.17,68.00,87.56,High
PRJ_NGO_00104_1,8430300.00,8179140.50,3.07,90.00,100.00,96.74,93.00,94.30,Very High
PRJ_NGO_00105_2,4740700.00,2688581.50,76.33,1.84,91.25,89.89,68.00,51.73,Low
PRJ_NGO_00105_1,1550000.00,1300204.25,19.21,91.58,100.00,88.62,93.00,93.30,Very High
PRJ_NGO_00106_1,8503900.00,6659947.00,27.69,68.86,96.50,100.00,60.00,80.67,High
PRJ_NGO_00107_3,3517700.00,4490919.00,21.67,79.48,91.25,85.02,68.00,81.81,High
PRJ_NGO_00107_2,3967700.00,5734898.00,30.81,68.37,100.00,84.91,90.00,82.83,High
PRJ_NGO_00107_1,1099500.00,2842566.25,61.32,9.34,100.00,80.99,90.00,58.43,Low
PRJ_NGO_00108_3,13771600.00,13430528.00,2.54,100.00,91.25,96.26,60.00,91.06,Very High
PRJ_NGO_00108_4,6916100.00,6644441.00,4.09,100.00,100.00,100.00,81.50,97.22,Very High
PRJ_NGO_00108_2,7967700.00,5295561.50,50.46,24.77,100.00,100.00,83.00,67.36,Moderate
PRJ_NGO_00108_1,11368700.00,8902612.00,27.70,57.58,100.00,100.00,90.50,81.61,High
PRJ_NGO_00109_3,8576400.00,9853225.00,12.96,90.00,91.25,93.79,65.00,87.32,High
PRJ_NGO_00109_2,6971300.00,6837206.00,1.96,85.00,100.00,91.49,93.00,91.25,Very High
PRJ_NGO_00109_1,8213100.00,8471578.00,3.05,93.42,100.00,93.27,93.00,94.97,Very High
PRJ_NGO_00110_3,6676800.00,6703551.50,0.40,100.00,96.50,98.23,60.00,92.77,Very High
PRJ_NGO_00110_4,21282900.00,20939688.00,1.64,100.00,93.00,99.86,80.00,95.22,Very High
PRJ_NGO_00110_2,5730000.00,6413136.00,10.65,100.00,100.00,91.99,88.50,96.67,Very High
PRJ_NGO_00110_1,23744400.00,18170400.00,30.68,68.65,100.00,94.34,96.00,85.73,High
PRJ_NGO_00111_5,4056900.00,3338684.50,21.51,71.98,96.50,97.18,68.00,82.55,High
PRJ_NGO_00111_4,3675300.00,2974032.75,23.58,72.84,100.00,100.00,84.00,86.74,High
PRJ_NGO_00111_3,9655200.00,8751881.00,10.32,90.00,100.00,100.00,85.50,93.83,Very High
PRJ_NGO_00111_2,16894000.00,14390078.00,17.40,85.20,100.00,100.00,95.50,93.40,Very High
PRJ_NGO_00111_1,15381900.00,15812703.00,2.72,88.52,100.00,99.73,99.50,95.28,Very High
PRJ_NGO_00112_5,8585900.00,10517674.00,18.37,83.27,91.25,96.85,60.00,84.49,High
PRJ_NGO_00112_6,4145500.00,4956444.00,16.36,82.28,100.00,97.21,80.00,89.35,High
PRJ_NGO_00112_4,16656600.00,18622862.00,10.56,100.00,100.00,100.00,80.00,97.00,Very High
PRJ_NGO_00112_3,3836700.00,4028098.75,4.75,85.00,100.00,95.47,91.50,91.82,Very High
PRJ_NGO_00112_2,2719700.00,2515414.75,8.12,100.00,100.00,100.00,93.00,98.95,Very High
PRJ_NGO_00112_1,4801500.00,5651892.50,15.05,89.91,100.00,90.65,100.00,94.09,Very High
PRJ_NGO_00113_3,2750800.00,2645373.25,3.99,100.00,96.50,97.37,68.00,93.80,Very High
PRJ_NGO_00113_2,3760100.00,3751799.50,0.22,90.00,100.00,100.00,90.00,94.50,Very High
PRJ_NGO_00113_1,7860100.00,7290371.50,7.81,90.00,100.00,99.86,90.00,94.47,Very High
PRJ_NGO_00114_3,20152400.00,18203248.00,10.71,100.00,91.25,100.00,66.00,92.71,Very High
PRJ_NGO_00114_2,6626700.00,4952981.00,33.79,62.42,100.00,99.11,92.00,83.59,High
PRJ_NGO_00114_1,1759200.00,1696812.50,3.68,85.00,100.00,91.52,93.50,91.33,Very High
PRJ_NGO_00115_5,5248400.00,4719773.00,11.20,100.00,96.50,100.00,68.00,94.33,Very High
PRJ_NGO_00115_4,4340400.00,4594349.00,5.53,100.00,100.00,100.00,87.00,98.05,Very High
PRJ_NGO_00115_3,19047600.00,18215224.00,4.57,100.00,93.00,100.00,87.00,96.30,Very High
PRJ_NGO_00115_2,10102200.00,10877901.00,7.13,100.00,100.00,98.64,96.00,99.13,Very High
PRJ_NGO_00115_1,3655800.00,2273990.75,60.77,19.62,100.00,100.00,96.00,67.25,Moderate
PRJ_NGO_00116_2,8662000.00,7756940.50,11.67,100.00,96.50,100.00,60.00,93.12,Very High
PRJ_NGO_00116_1,7830400.00,7159970.50,9.36,86.18,100.00,91.07,81.50,89.91,High
PRJ_NGO_00117_4,7368800.00,10327047.00,28.65,72.71,91.25,89.10,68.00,79.92,High
PRJ_NGO_00117_3,3552000.00,4066175.00,12.65,85.00,100.00,87.46,90.00,89.99,High
PRJ_NGO_00117_2,7013900.00,11252028.00,37.67,39.67,100.00,85.28,90.00,71.42,Moderate
PRJ_NGO_00117_1,5908600.00,7015987.50,15.78,83.43,100.00,88.70,100.00,91.11,Very High
PRJ_NGO_00118_4,711500.00,561635.44,26.68,61.63,96.50,85.26,62.00,75.13,High
PRJ_NGO_00118_3,6268000.00,7083448.50,11.51,90.00,93.00,94.23,79.50,90.02,Very High
PRJ_NGO_00118_2,9786300.00,10323653.00,5.21,100.00,100.00,95.46,84.00,96.69,Very High
PRJ_NGO_00118_1,7902300.00,10463649.00,24.48,71.04,100.00,92.42,95.50,86.23,High
PRJ_NGO_00119_3,5501800.00,4913848.50,11.97,90.00,96.50,100.00,60.00,89.12,High
PRJ_NGO_00119_4,4292900.00,4047508.50,6.06,100.00,100.00,94.31,77.00,95.41,Very High
PRJ_NGO_00119_2,3508600.00,3375212.50,3.95,94.21,100.00,100.00,81.50,94.91,Very High
PRJ_NGO_00119_1,20258700.00,12425758.00,63.04,1.18,100.00,100.00,89.00,58.82,Low
PRJ_NGO_00120_4,4846100.00,4742651.00,2.18,80.94,96.50,98.19,68.00,86.34,High
PRJ_NGO_00120_3,9267400.00,9758925.00,5.04,85.00,100.00,95.06,87.00,91.06,Very High
PRJ_NGO_00120_2,4403800.00,5549962.50,20.65,78.70,100.00,87.16,94.00,88.01,High
PRJ_NGO_00120_1,10400200.00,11923805.00,12.78,100.00,100.00,95.09,100.00,99.02,Very High
PRJ_NGO_00121_5,2431300.00,2692804.00,9.71,92.81,91.25,81.50,57.00,84.79,High
PRJ_NGO_00121_4,4452100.00,4320538.50,3.05,90.00,100.00,87.93,82.00,90.89,Very High
PRJ_NGO_00121_3,9554500.00,9804523.00,2.55,86.96,96.87,91.28,83.50,89.78,High
PRJ_NGO_00121_2,2213600.00,2655559.00,16.64,81.71,100.00,89.46,95.00,89.83,High
PRJ_NGO_00121_1,1662300.00,2387041.50,30.36,50.48,100.00,88.44,96.50,77.35,High
PRJ_NGO_00122_2,641600.00,966552.38,33.62,52.76,96.50,82.18,60.00,70.67,Moderate
PRJ_NGO_00122_1,871700.00,882422.94,1.22,100.00,100.00,82.73,78.00,93.25,Very High
PRJ_NGO_00123_5,2942700.00,3469269.50,15.18,99.64,96.50,92.83,62.00,91.85,Very High
PRJ_NGO_00123_4,3351500.00,3652927.25,8.25,81.48,100.00,94.59,79.50,88.44,High
PRJ_NGO_00123_3,2484600.00,2720823.75,8.68,85.00,100.00,90.49,81.00,89.25,High
PRJ_NGO_00123_2,7360000.00,8365922.00,12.02,82.88,100.00,97.55,88.50,90.94,Very High
PRJ_NGO_00123_1,2749000.00,3371537.00,18.46,93.07,100.00,96.46,93.00,95.47,Very High
PRJ_NGO_00124_6,1839500.00,2509406.00,26.70,58.18,96.50,100.00,60.00,76.40,High
PRJ_NGO_00124_5,8301900.00,9178373.00,9.55,78.67,86.09,89.64,78.50,82.69,High
PRJ_NGO_00124_4,6791900.00,6902728.50,1.61,100.00,100.00,100.00,90.00,98.50,Very High
PRJ_NGO_00124_3,10909100.00,10606824.00,2.85,100.00,100.00,98.69,97.50,99.36,Very High
PRJ_NGO_00124_2,13964900.00,13258771.00,5.33,100.00,100.00,100.00,99.00,99.85,Very High
PRJ_NGO_00124_1,12420600.00,10294626.00,20.65,73.70,100.00,100.00,100.00,89.48,High
PRJ_NGO_00125_6,500600.00,341534.28,46.57,25.73,96.50,83.74,68.00,61.37,Moderate
PRJ_NGO_00125_5,6183600.00,7467635.50,17.19,95.61,91.12,90.92,90.00,92.71,Very High
PRJ_NGO_00125_4,8395400.00,9639450.00,12.91,100.00,100.00,95.81,97.00,98.71,Very High
PRJ_NGO_00125_3,5462000.00,6528412.50,16.33,87.33,100.00,100.00,100.00,94.93,Very High
PRJ_NGO_00125_2,4548900.00,5536999.00,17.85,94.31,100.00,93.02,100.00,96.33,Very High
PRJ_NGO_00125_1,718800.00,347705.09,106.73,0.00,100.00,89.13,100.00,57.83,Low
PRJ_NGO_00126_6,942800.00,1010605.06,6.71,100.00,96.50,80.33,64.00,89.79,High
PRJ_NGO_00126_5,2694400.00,3283463.50,17.94,75.43,93.00,80.38,84.50,82.17,High
PRJ_NGO_00126_4,6793500.00,8924059.00,23.87,82.25,100.00,86.83,89.00,88.62,High
PRJ_NGO_00126_3,2609600.00,2777878.50,6.06,90.00,100.00,81.93,100.00,92.39,Very High
PRJ_NGO_00126_2,844100.00,815283.56,3.53,90.00,100.00,87.14,100.00,93.43,Very High
PRJ_NGO_00126_1,1121200.00,1319825.75,15.05,84.90,100.00,81.53,100.00,90.27,Very High
PRJ_NGO_00128_6,966700.00,980748.50,1.43,95.31,96.50,86.71,60.00,88.59,High
PRJ_NGO_00128_3,346800.00,453268.03,23.49,83.02,100.00,87.26,77.00,87.21,High
PRJ_NGO_00128_5,1077900.00,1124104.00,4.11,90.00,100.00,88.29,77.00,90.21,Very High
PRJ_NGO_00128_7,2347800.00,4278530.50,45.13,27.18,93.00,84.61,83.00,63.50,Moderate
PRJ_NGO_00128_4,2815900.00,4570251.00,38.39,53.23,100.00,81.62,86.00,75.51,High
PRJ_NGO_00128_2,3503900.00,6028438.50,41.88,30.31,100.00,85.38,97.50,68.82,Moderate
PRJ_NGO_00128_1,331100.00,10000.00,3211.00,0.00,100.00,81.06,99.00,56.06,Low
PRJ_NGO_00129_5,8279300.00,8725438.00,5.11,100.00,91.25,95.57,68.00,92.13,Very High
PRJ_NGO_00129_4,11076100.00,10695980.00,3.55,100.00,100.00,97.90,90.00,98.08,Very High
PRJ_NGO_00129_3,1999400.00,2297819.00,12.99,80.49,100.00,100.00,90.00,90.69,Very High
PRJ_NGO_00129_2,4388100.00,4167023.25,5.31,75.77,100.00,88.65,96.00,87.44,High
PRJ_NGO_00129_1,10743800.00,10551802.00,1.82,84.21,100.00,100.00,96.00,93.08,Very High
PRJ_NGO_00130_3,9048500.00,6438742.50,40.53,48.67,96.50,100.00,60.00,72.59,Moderate
PRJ_NGO_00130_1,18108500.00,15451491.00,17.20,85.61,100.00,100.00,79.50,91.17,Very High
PRJ_NGO_00130_2,20766800.00,15255954.00,36.12,57.75,100.00,100.00,82.50,80.48,High
PRJ_NGO_00131_1,3150700.00,3099834.00,1.64,85.00,96.50,97.42,60.00,86.61,High
PRJ_NGO_00131_2,7807300.00,7701225.00,1.38,100.00,93.00,94.01,76.50,93.53,Very High
PRJ_NGO_00133_7,14182900.00,13167790.00,7.71,82.49,91.25,100.00,62.00,85.11,High
PRJ_NGO_00133_6,2681600.00,2451797.50,9.37,85.00,100.00,89.37,83.00,89.32,High
PRJ_NGO_00133_5,13560800.00,12899638.00,5.13,100.00,100.00,100.00,84.50,97.67,Very High
PRJ_NGO_00133_4,9087800.00,8743128.00,3.94,100.00,100.00,100.00,92.00,98.80,Very High
PRJ_NGO_00133_3,2738900.00,2016621.62,35.82,58.37,100.00,99.87,93.50,82.35,High
PRJ_NGO_00133_2,11404700.00,8217908.00,38.78,37.44,100.00,99.90,100.00,74.96,Moderate
PRJ_NGO_00133_1,4699400.00,3865274.50,21.58,86.84,100.00,100.00,100.00,94.74,Very High
PRJ_NGO_00134_5,3421600.00,2474998.75,38.25,47.36,91.25,86.19,68.00,69.19,Moderate
PRJ_NGO_00134_4,12193400.00,14775654.00,17.48,85.05,100.00,99.22,90.00,92.36,Very High
PRJ_NGO_00134_3,8936300.00,9359790.00,4.52,90.00,100.00,95.09,94.00,94.12,Very High
PRJ_NGO_00134_2,7374500.00,7481209.00,1.43,76.55,100.00,98.43,100.00,90.31,Very High
PRJ_NGO_00134_1,7197900.00,8670138.00,16.98,86.04,100.00,100.00,100.00,94.42,Very High
PRJ_NGO_00135_4,3228600.00,4301537.00,24.94,70.11,96.50,99.49,68.00,82.27,High
PRJ_NGO_00135_3,3440700.00,3939148.50,12.65,100.00,100.00,89.38,88.00,96.08,Very High
PRJ_NGO_00135_2,10903700.00,11021599.00,1.07,100.00,100.00,100.00,88.00,98.20,Very High
PRJ_NGO_00135_1,12408400.00,14849966.00,16.44,82.12,100.00,97.15,97.00,91.83,Very High
PRJ_NGO_00136_1,13646900.00,11306389.00,20.70,81.49,91.25,98.47,60.00,84.10,High
PRJ_NGO_00136_2,6940300.00,7023069.00,1.18,90.00,100.00,89.55,87.00,91.96,Very High
PRJ_NGO_00136_3,12347900.00,11388143.00,8.43,90.05,98.49,100.00,87.00,93.69,Very High
PRJ_NGO_00137_7,5228300.00,6042880.00,13.48,90.00,91.25,92.94,66.00,87.30,High
PRJ_NGO_00137_6,7860400.00,7951792.00,1.15,100.00,100.00,95.39,86.00,96.98,Very High
PRJ_NGO_00137_5,1794600.00,2056584.38,12.74,90.00,100.00,81.46,87.50,90.42,Very High
PRJ_NGO_00137_4,1881800.00,2224676.75,15.41,89.18,100.00,83.30,95.00,91.58,Very High
PRJ_NGO_00137_3,5197500.00,4942608.50,5.16,90.00,100.00,90.53,96.00,93.51,Very High
